TIME,Capacity (Pcs/Min),,,Accumulate (Pcs/Day),,,,,,,,,,,,,,,,,
(hh:mm:ss),ALL,LINE 4,LINE 5,ALL,LINE 4,LINE 5,,,,,,,,,,,,,,,
6:51:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
6:52:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
6:53:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
6:54:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
6:55:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
6:56:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
6:57:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
6:58:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
6:59:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:00:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:01:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:02:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:03:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:04:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:05:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:06:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:07:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:08:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:09:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:10:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:11:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:12:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:13:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:14:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:15:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:16:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:17:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:18:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:19:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:20:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:21:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:22:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:23:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:24:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:25:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:26:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:27:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:28:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:29:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:30:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:31:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:32:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:33:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:34:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:35:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:36:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:37:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:38:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:39:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:40:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:41:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:42:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:43:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:44:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:45:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:46:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:47:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:48:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:49:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:50:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:51:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:52:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:53:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:54:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:55:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:56:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:57:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:58:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
7:59:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:00:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:01:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:02:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:03:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:04:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:05:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:06:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:07:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:08:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:09:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:10:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:11:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:12:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:13:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:14:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:15:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:16:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:17:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:18:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:19:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:20:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:21:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:22:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:23:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:24:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:25:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:26:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:27:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:28:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:29:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:30:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:31:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:32:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:33:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:34:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:35:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:36:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:37:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:38:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:39:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:40:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:41:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:42:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:43:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:44:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:45:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:46:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:47:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:48:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:49:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:50:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:51:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:52:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:53:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:54:00,7,7,0,157,156,1,,,,,,,,,,,,,,,
8:55:00,9,9,0,159,158,1,,,,,,,,,,,,,,,
8:56:00,4,4,0,164,163,1,,,,,,,,,,,,,,,
8:57:00,1,1,0,165,164,1,,,,,,,,,,,,,,,
8:58:00,3,3,0,170,169,1,,,,,,,,,,,,,,,
9:02:00,5,5,0,196,195,1,,,,,,,,,,,,,,,
9:03:00,6,6,0,205,204,1,,,,,,,,,,,,,,,
9:04:00,4,4,0,211,210,1,,,,,,,,,,,,,,,
9:05:00,6,6,0,217,216,1,,,,,,,,,,,,,,,
9:06:00,5,5,0,224,223,1,,,,,,,,,,,,,,,
9:07:00,0,0,0,224,223,1,,,,,,,,,,,,,,,
9:08:00,0,0,0,224,223,1,,,,,,,,,,,,,,,
9:09:00,0,0,0,225,224,1,,,,,,,,,,,,,,,
9:10:00,0,0,0,225,224,1,,,,,,,,,,,,,,,
9:11:00,2,2,0,227,226,1,,,,,,,,,,,,,,,
9:12:00,1,1,0,228,227,1,,,,,,,,,,,,,,,
9:13:00,1,1,0,229,228,1,,,,,,,,,,,,,,,
9:14:00,1,1,0,230,229,1,,,,,,,,,,,,,,,
9:15:00,0,0,0,230,229,1,,,,,,,,,,,,,,,
9:16:00,2,2,0,232,231,1,,,,,,,,,,,,,,,
9:17:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:18:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:19:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:20:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:21:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:22:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:23:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:24:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:25:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:26:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:27:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:28:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:29:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:30:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:31:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:32:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:33:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:34:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:35:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:36:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:37:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:38:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:39:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:40:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:41:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:42:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:43:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:44:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:45:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:46:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:47:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:48:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:49:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:50:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:51:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:52:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:53:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:54:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:55:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:56:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:57:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:58:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
9:59:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:00:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:01:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:02:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:03:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:04:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:05:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:06:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:07:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:08:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:09:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:10:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:11:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:12:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:13:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:14:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:15:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:16:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:17:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:18:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:19:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:20:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:21:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:22:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:23:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:24:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:25:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:26:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:27:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:28:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:29:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:30:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:31:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:32:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:33:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:34:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:35:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:36:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:37:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:38:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:39:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:40:00,0,0,0,232,231,1,,,,,,,,,,,,,,,
10:41:00,3,0,3,235,231,4,,,,,,,,,,,,,,,
10:42:00,3,0,3,235,231,4,,,,,,,,,,,,,,,
10:43:00,9,3,6,279,253,26,,,,,,,,,,,,,,,
10:44:00,9,3,6,279,253,26,,,,,,,,,,,,,,,
10:45:00,0,0,0,301,264,37,,,,,,,,,,,,,,,
10:46:00,0,0,0,301,264,37,,,,,,,,,,,,,,,
10:47:00,1,1,0,327,275,52,,,,,,,,,,,,,,,
10:48:00,1,1,0,327,275,52,,,,,,,,,,,,,,,
10:49:00,1,1,0,327,275,52,,,,,,,,,,,,,,,
10:50:00,15,15,0,344,292,52,,,,,,,,,,,,,,,
10:51:00,9,9,0,366,314,52,,,,,,,,,,,,,,,
10:52:00,9,9,0,366,314,52,,,,,,,,,,,,,,,
10:53:00,0,0,0,366,314,52,,,,,,,,,,,,,,,
10:54:00,0,0,0,366,314,52,,,,,,,,,,,,,,,
10:55:00,0,0,0,370,318,52,,,,,,,,,,,,,,,
10:56:00,0,0,0,370,318,52,,,,,,,,,,,,,,,
10:57:00,0,0,0,370,318,52,,,,,,,,,,,,,,,
10:58:00,0,0,0,370,318,52,,,,,,,,,,,,,,,
10:59:00,0,0,0,370,318,52,,,,,,,,,,,,,,,
11:00:00,0,0,0,373,321,52,,,,,,,,,,,,,,,
11:01:00,0,0,0,373,321,52,,,,,,,,,,,,,,,
11:02:00,0,0,0,390,337,53,,,,,,,,,,,,,,,
11:03:00,0,0,0,390,337,53,,,,,,,,,,,,,,,
11:04:00,0,0,0,390,337,53,,,,,,,,,,,,,,,
11:05:00,0,0,0,390,337,53,,,,,,,,,,,,,,,
11:06:00,0,0,0,390,337,53,,,,,,,,,,,,,,,
11:07:00,0,0,0,392,339,53,,,,,,,,,,,,,,,
11:08:00,0,0,0,392,339,53,,,,,,,,,,,,,,,
11:09:00,0,0,0,395,342,53,,,,,,,,,,,,,,,
11:10:00,0,0,0,395,342,53,,,,,,,,,,,,,,,
11:11:00,0,0,0,395,342,53,,,,,,,,,,,,,,,
11:12:00,0,0,0,395,342,53,,,,,,,,,,,,,,,
11:13:00,0,0,0,395,342,53,,,,,,,,,,,,,,,
11:14:00,0,0,0,405,352,53,,,,,,,,,,,,,,,
11:15:00,0,0,0,405,352,53,,,,,,,,,,,,,,,
11:16:00,0,0,0,405,352,53,,,,,,,,,,,,,,,
11:17:00,0,0,0,405,352,53,,,,,,,,,,,,,,,
11:18:00,4,2,2,14,9,5,,,,,,,,,,,,,,,
11:19:00,4,2,2,14,9,5,,,,,,,,,,,,,,,
11:20:00,0,0,0,20,9,11,,,,,,,,,,,,,,,
11:21:00,1,1,0,21,10,11,,,,,,,,,,,,,,,
11:22:00,1,1,0,21,10,11,,,,,,,,,,,,,,,
11:23:00,1,1,0,21,10,11,,,,,,,,,,,,,,,
11:24:00,1,1,0,21,10,11,,,,,,,,,,,,,,,
11:25:00,1,1,0,21,10,11,,,,,,,,,,,,,,,
11:26:00,0,0,0,21,10,11,,,,,,,,,,,,,,,
11:27:00,0,0,0,21,10,11,,,,,,,,,,,,,,,
11:28:00,0,0,0,41,20,21,,,,,,,,,,,,,,,
11:29:00,0,0,0,41,20,21,,,,,,,,,,,,,,,
11:30:00,1,0,1,61,30,31,,,,,,,,,,,,,,,
11:31:00,0,0,0,61,30,31,,,,,,,,,,,,,,,
11:32:00,2,0,1,1,0,1,,,,,,,,,,,,,,,
11:33:00,9,6,3,10,6,4,,,,,,,,,,,,,,,
11:34:00,9,6,3,10,6,4,,,,,,,,,,,,,,,
11:35:00,23,10,13,41,20,21,,,,,,,,,,,,,,,
11:36:00,0,0,0,5,5,0,,,,,,,,,,,,,,,
11:37:00,0,0,0,5,5,0,,,,,,,,,,,,,,,
11:38:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:39:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:40:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:41:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:42:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:43:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:44:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:45:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:46:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:47:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:48:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:49:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:50:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:51:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:52:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:53:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:54:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:55:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:56:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:57:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:58:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
11:59:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:00:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:01:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:02:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:03:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:04:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:05:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:06:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:07:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:08:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:09:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:10:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:11:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:12:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:13:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:14:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:15:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:16:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:17:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:18:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:19:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:20:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:22:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:23:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:24:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:25:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:26:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:27:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:28:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:29:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:30:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:31:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:32:06,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:33:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:34:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:35:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:36:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:37:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:38:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:39:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:40:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:41:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:42:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:43:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:44:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:45:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:46:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:47:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:48:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:49:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:50:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:51:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:52:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:53:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:54:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:55:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:56:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:57:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:58:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
12:59:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:00:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:01:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:02:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:03:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:04:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:05:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:06:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:07:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:08:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:09:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:10:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:11:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:12:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:13:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:14:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:15:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:16:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:17:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:18:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:19:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:20:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:21:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:22:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:23:00,0,0,0,1,1,0,,,,,,,,,,,,,,,
13:24:00,0,0,0,1,1,0,,,,,,,,,,,,,,,
13:25:00,0,0,0,2,2,0,,,,,,,,,,,,,,,
13:26:00,2,2,0,6,6,0,,,,,,,,,,,,,,,
13:27:00,4,0,4,10,6,4,,,,,,,,,,,,,,,
13:28:00,0,0,0,14,6,8,,,,,,,,,,,,,,,
13:29:00,0,0,0,14,6,8,,,,,,,,,,,,,,,
13:30:00,0,0,0,14,6,8,,,,,,,,,,,,,,,
13:31:00,3,0,3,17,6,11,,,,,,,,,,,,,,,
13:32:00,2,0,2,19,6,13,,,,,,,,,,,,,,,
13:33:00,0,0,0,19,6,13,,,,,,,,,,,,,,,
13:34:00,0,0,0,19,6,13,,,,,,,,,,,,,,,
13:35:00,0,0,0,27,6,21,,,,,,,,,,,,,,,
13:36:00,0,0,0,27,6,21,,,,,,,,,,,,,,,
13:37:00,0,0,0,27,6,21,,,,,,,,,,,,,,,
13:38:00,0,0,0,27,6,21,,,,,,,,,,,,,,,
13:39:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:40:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:41:00,0,0,0,0,0,0,,,,,,,,,,,,,,,
13:42:00,0,0,0,20,10,10,,,,,,,,,,,,,,,
13:43:00,0,0,0,20,10,10,,,,,,,,,,,,,,,
13:44:00,0,0,0,20,10,10,,,,,,,,,,,,,,,
13:45:00,0,0,0,20,10,10,,,,,,,,,,,,,,,
13:46:00,0,0,0,20,10,10,,,,,,,,,,,,,,,
13:47:00,0,0,0,20,10,10,,,,,,,,,,,,,,,
13:48:00,0,0,0,20,10,10,,,,,,,,,,,,,,,
13:49:00,0,0,0,22,10,12,,,,,,,,,,,,,,,
13:50:00,2,0,2,24,10,14,,,,,,,,,,,,,,,
13:51:00,0,0,0,24,10,14,,,,,,,,,,,,,,,
13:52:00,0,0,0,24,10,14,,,,,,,,,,,,,,,
13:53:00,0,0,0,24,10,14,,,,,,,,,,,,,,,
13:54:00,0,0,0,24,10,14,,,,,,,,,,,,,,,
