history:SM/PM-MDB-10_Energy

Timestamp,Trend Flags,Status,Value (kW-hr)
16-Dec-25 11:00:00 AM ICT,{start},{ok},75574.00
16-Dec-25 11:15:00 AM ICT,{ },{ok},75589.00
16-Dec-25 11:30:00 AM ICT,{ },{ok},75604.00
16-Dec-25 11:45:00 AM ICT,{ },{ok},75619.00
16-Dec-25 12:00:00 PM ICT,{ },{ok},75634.00
16-Dec-25 12:15:00 PM ICT,{ },{ok},75649.00
16-Dec-25 12:30:00 PM ICT,{ },{ok},75664.00
16-Dec-25 12:45:00 PM ICT,{ },{ok},75679.00
16-Dec-25 01:00:01 PM ICT,{ },{ok},75694.00
16-Dec-25 01:15:00 PM ICT,{ },{ok},75709.00
16-Dec-25 01:30:00 PM ICT,{ },{ok},75724.00
16-Dec-25 01:45:00 PM ICT,{ },{ok},75739.00
16-Dec-25 02:00:00 PM ICT,{ },{ok},75754.00
16-Dec-25 02:15:00 PM ICT,{ },{ok},75769.00
16-Dec-25 02:30:00 PM ICT,{ },{ok},75784.00
16-Dec-25 02:45:00 PM ICT,{ },{ok},75798.00
16-Dec-25 03:00:00 PM ICT,{ },{ok},75813.00
16-Dec-25 03:15:00 PM ICT,{ },{ok},75828.00
16-Dec-25 03:30:00 PM ICT,{ },{ok},75843.00
16-Dec-25 03:45:00 PM ICT,{ },{ok},75858.00
16-Dec-25 04:00:00 PM ICT,{ },{ok},75873.00
16-Dec-25 04:15:00 PM ICT,{ },{ok},75888.00
16-Dec-25 04:30:00 PM ICT,{ },{ok},75904.00
16-Dec-25 04:45:00 PM ICT,{ },{ok},75919.00
16-Dec-25 05:00:00 PM ICT,{ },{ok},75934.00
16-Dec-25 05:15:00 PM ICT,{ },{ok},75949.00
16-Dec-25 05:30:00 PM ICT,{ },{ok},75965.00
16-Dec-25 05:45:00 PM ICT,{ },{ok},75980.00
16-Dec-25 06:00:00 PM ICT,{ },{ok},75995.00
16-Dec-25 06:15:00 PM ICT,{ },{ok},76010.00
16-Dec-25 06:30:00 PM ICT,{ },{ok},76026.00
16-Dec-25 06:45:00 PM ICT,{ },{ok},76041.00
16-Dec-25 07:00:00 PM ICT,{ },{ok},76056.00
16-Dec-25 07:15:00 PM ICT,{ },{ok},76071.00
16-Dec-25 07:30:00 PM ICT,{ },{ok},76086.00
16-Dec-25 07:45:00 PM ICT,{ },{ok},76102.00
16-Dec-25 08:00:00 PM ICT,{ },{ok},76117.00
16-Dec-25 08:15:00 PM ICT,{ },{ok},76132.00
16-Dec-25 08:30:00 PM ICT,{ },{ok},76147.00
16-Dec-25 08:45:00 PM ICT,{ },{ok},76163.00
16-Dec-25 09:00:00 PM ICT,{ },{ok},76178.00
16-Dec-25 09:15:00 PM ICT,{ },{ok},76193.00
16-Dec-25 09:30:00 PM ICT,{ },{ok},76208.00
16-Dec-25 09:45:00 PM ICT,{ },{ok},76223.00
16-Dec-25 10:00:00 PM ICT,{ },{ok},76238.00
16-Dec-25 10:15:00 PM ICT,{ },{ok},76253.00
