TIME,Capacity (Pcs/Min),,,Accumulate (Pcs/Day),,,,,,,,,,,,,,,,,,,,
(hh:mm:ss),ALL,LINE 1A,LINE 1B,ALL,LINE 1A,LINE 1B,,,,,,,,,,,,,,,,,,
1:55:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
1:56:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
1:57:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
1:58:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
1:59:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:00:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:01:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:02:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:03:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:04:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:05:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:06:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:07:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:08:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:09:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:10:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:11:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:12:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:13:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:14:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:15:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:16:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:17:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:18:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:19:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:20:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:21:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:22:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:23:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:24:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:25:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:26:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:27:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:28:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:29:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:30:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:31:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:32:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:33:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:34:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:35:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:36:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:37:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:38:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:39:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:40:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:41:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:42:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:43:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:44:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:45:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:46:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:47:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:48:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:49:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:50:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:51:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:52:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:53:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:54:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:55:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:56:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:57:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:58:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
2:59:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:00:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:01:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:02:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:03:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:04:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:05:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:06:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:07:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:08:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:09:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:10:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:11:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:12:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:13:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:14:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:15:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:16:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:17:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:18:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:19:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:20:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:21:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:22:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:23:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:24:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:25:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:26:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:27:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:28:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:29:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:30:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:31:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:32:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:33:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:34:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:35:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:36:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:37:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:38:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:39:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:40:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:41:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:42:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:43:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:44:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:45:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:46:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:47:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:48:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:49:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:50:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:51:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
3:52:00,0,0,0,51,26,25,,,,,,,,,,,,,,,,,,
