Timestamp,PT101SoftWaterSupplyNo1_Pres(bar)
12-Feb-26 12:30:00 AM ICT,5.2
12-Feb-26 1:00:00 AM ICT,5.2
12-Feb-26 1:30:00 AM ICT,5.2
12-Feb-26 2:00:00 AM ICT,5.2
12-Feb-26 2:30:00 AM ICT,5.2
12-Feb-26 3:00:00 AM ICT,5.2
12-Feb-26 3:30:00 AM ICT,5.2
12-Feb-26 4:00:00 AM ICT,5.2
12-Feb-26 4:30:00 AM ICT,5.2
12-Feb-26 5:00:00 AM ICT,5.2
12-Feb-26 5:30:00 AM ICT,5.2
12-Feb-26 6:00:00 AM ICT,5.2
12-Feb-26 6:30:00 AM ICT,5.2
12-Feb-26 7:00:00 AM ICT,5.2
12-Feb-26 7:30:00 AM ICT,5.2
12-Feb-26 8:00:00 AM ICT,5.2
12-Feb-26 8:30:00 AM ICT,5.2
12-Feb-26 9:00:00 AM ICT,5.2
12-Feb-26 9:30:00 AM ICT,5.2
12-Feb-26 10:00:00 AM ICT,5.2
12-Feb-26 10:30:00 AM ICT,5.2
12-Feb-26 11:00:00 AM ICT,5.2
12-Feb-26 11:30:00 AM ICT,5.2
12-Feb-26 12:00:00 PM ICT,5.2
12-Feb-26 12:30:00 PM ICT,5.2
12-Feb-26 1:00:00 PM ICT,5.2
12-Feb-26 1:30:00 PM ICT,5.2
12-Feb-26 2:00:00 PM ICT,5.2
12-Feb-26 2:30:00 PM ICT,5.2
12-Feb-26 3:00:00 PM ICT,5.2
12-Feb-26 3:30:00 PM ICT,5.2
12-Feb-26 4:00:00 PM ICT,5.2
12-Feb-26 4:30:00 PM ICT,5.2
12-Feb-26 5:00:00 PM ICT,5.2
12-Feb-26 5:30:00 PM ICT,5.2
12-Feb-26 6:00:00 PM ICT,5.2
12-Feb-26 6:30:00 PM ICT,5.2
12-Feb-26 7:00:00 PM ICT,5.2
12-Feb-26 7:30:00 PM ICT,5.2
12-Feb-26 8:00:00 PM ICT,5.2
12-Feb-26 8:30:00 PM ICT,5.2
12-Feb-26 9:00:00 PM ICT,5.2
12-Feb-26 9:30:00 PM ICT,5.2
12-Feb-26 10:00:00 PM ICT,5.2
12-Feb-26 10:30:00 PM ICT,5.2
12-Feb-26 11:00:00 PM ICT,5.2
12-Feb-26 11:30:00 PM ICT,5.2
13-Feb-26 12:00:00 AM ICT,5.2
13-Feb-26 12:30:00 AM ICT,5.2
13-Feb-26 1:00:00 AM ICT,5.2
13-Feb-26 1:30:00 AM ICT,5.2
13-Feb-26 2:00:00 AM ICT,5.2
13-Feb-26 2:30:00 AM ICT,5.2
13-Feb-26 3:00:00 AM ICT,5.2
13-Feb-26 3:30:00 AM ICT,5.2
13-Feb-26 4:00:00 AM ICT,5.2
13-Feb-26 4:30:00 AM ICT,5.2
13-Feb-26 5:00:00 AM ICT,5.2
13-Feb-26 5:30:00 AM ICT,5.2
13-Feb-26 6:00:00 AM ICT,5.2
13-Feb-26 6:30:00 AM ICT,5.2
13-Feb-26 7:00:00 AM ICT,5.2
13-Feb-26 7:30:00 AM ICT,5.2
13-Feb-26 8:00:00 AM ICT,5.2
13-Feb-26 8:30:00 AM ICT,5.2
13-Feb-26 9:00:00 AM ICT,5.2
13-Feb-26 9:30:00 AM ICT,5.2
13-Feb-26 10:00:00 AM ICT,5.2
13-Feb-26 10:30:00 AM ICT,5.2
13-Feb-26 11:00:00 AM ICT,5.2
13-Feb-26 11:30:00 AM ICT,5.2
13-Feb-26 12:00:00 PM ICT,5.2
13-Feb-26 12:30:00 PM ICT,5.2
13-Feb-26 1:00:00 PM ICT,5.2
13-Feb-26 1:30:00 PM ICT,5.2
13-Feb-26 2:00:00 PM ICT,7.2
13-Feb-26 2:30:00 PM ICT,6.4
13-Feb-26 3:00:00 PM ICT,5.2
13-Feb-26 3:30:00 PM ICT,5.2
13-Feb-26 4:00:00 PM ICT,5.2
13-Feb-26 4:30:00 PM ICT,5.2
13-Feb-26 5:00:00 PM ICT,5.2
13-Feb-26 5:30:00 PM ICT,5.2
13-Feb-26 6:00:00 PM ICT,5.2
13-Feb-26 6:30:00 PM ICT,5.2
13-Feb-26 7:00:00 PM ICT,5.2
13-Feb-26 7:30:00 PM ICT,5.2
13-Feb-26 8:00:00 PM ICT,5.2
13-Feb-26 8:30:00 PM ICT,5.2
13-Feb-26 9:00:00 PM ICT,5.2
13-Feb-26 9:30:00 PM ICT,5.2
13-Feb-26 10:00:00 PM ICT,5.2
13-Feb-26 10:30:00 PM ICT,5.2
13-Feb-26 11:00:00 PM ICT,5.2
13-Feb-26 11:30:00 PM ICT,5.2
14-Feb-26 12:00:00 AM ICT,5.2
14-Feb-26 12:30:00 AM ICT,5.2
14-Feb-26 1:00:00 AM ICT,5.2
14-Feb-26 1:30:00 AM ICT,5.2
14-Feb-26 2:00:00 AM ICT,5.2
14-Feb-26 2:30:00 AM ICT,5.2
14-Feb-26 3:00:00 AM ICT,5.2
14-Feb-26 3:30:00 AM ICT,5.2
14-Feb-26 4:00:00 AM ICT,5.2
14-Feb-26 4:30:00 AM ICT,5.2
14-Feb-26 5:00:00 AM ICT,5.2
14-Feb-26 5:30:00 AM ICT,5.2
14-Feb-26 6:00:00 AM ICT,5.2
14-Feb-26 6:30:00 AM ICT,5.2
14-Feb-26 7:00:00 AM ICT,5.2
14-Feb-26 7:30:00 AM ICT,5.2
14-Feb-26 8:00:00 AM ICT,5.2
14-Feb-26 8:30:00 AM ICT,5.2
14-Feb-26 9:00:00 AM ICT,5.2
14-Feb-26 9:30:00 AM ICT,5.2
14-Feb-26 10:00:00 AM ICT,5.2
14-Feb-26 10:30:00 AM ICT,5.2
14-Feb-26 11:00:00 AM ICT,5.2
14-Feb-26 11:30:00 AM ICT,5.2
14-Feb-26 12:00:00 PM ICT,5.2
14-Feb-26 12:30:00 PM ICT,5.2
14-Feb-26 1:00:00 PM ICT,5.2
14-Feb-26 1:30:00 PM ICT,5.2
14-Feb-26 2:00:00 PM ICT,5.2
14-Feb-26 2:30:00 PM ICT,5.2
14-Feb-26 3:00:00 PM ICT,5.2
14-Feb-26 3:30:00 PM ICT,5.2
14-Feb-26 4:00:00 PM ICT,5.2
14-Feb-26 4:30:00 PM ICT,5.2
14-Feb-26 5:00:00 PM ICT,5.2
14-Feb-26 5:30:00 PM ICT,5.2
14-Feb-26 6:00:00 PM ICT,5.2
14-Feb-26 6:30:00 PM ICT,5.2
14-Feb-26 7:00:00 PM ICT,5.2
14-Feb-26 7:30:00 PM ICT,5.2
14-Feb-26 8:00:00 PM ICT,5.2
14-Feb-26 8:30:00 PM ICT,5.2
14-Feb-26 9:00:00 PM ICT,5.2
14-Feb-26 9:30:00 PM ICT,5.2
14-Feb-26 10:00:00 PM ICT,5.2
14-Feb-26 10:30:00 PM ICT,5.2
14-Feb-26 11:00:00 PM ICT,5.2
14-Feb-26 11:30:00 PM ICT,5.2
15-Feb-26 12:00:00 AM ICT,5.2
15-Feb-26 12:30:00 AM ICT,5.2
15-Feb-26 1:00:00 AM ICT,5.2
15-Feb-26 1:30:00 AM ICT,5.2
15-Feb-26 2:00:00 AM ICT,5.2
15-Feb-26 2:30:00 AM ICT,5.2
15-Feb-26 3:00:00 AM ICT,5.2
15-Feb-26 3:30:00 AM ICT,5.2
15-Feb-26 4:00:00 AM ICT,5.2
15-Feb-26 4:30:00 AM ICT,5.2
15-Feb-26 5:00:00 AM ICT,5.2
15-Feb-26 5:30:00 AM ICT,5.2
15-Feb-26 6:00:00 AM ICT,5.2
15-Feb-26 6:30:00 AM ICT,5.2
15-Feb-26 7:00:00 AM ICT,5.2
15-Feb-26 7:30:00 AM ICT,5.2
15-Feb-26 8:00:00 AM ICT,5.2
15-Feb-26 8:30:00 AM ICT,5.2
15-Feb-26 9:00:00 AM ICT,5.2
15-Feb-26 9:30:00 AM ICT,5.2
15-Feb-26 10:00:00 AM ICT,5.2
15-Feb-26 10:30:00 AM ICT,5.2
15-Feb-26 11:00:00 AM ICT,5.2
15-Feb-26 11:30:00 AM ICT,5.2
15-Feb-26 12:00:00 PM ICT,5.2
15-Feb-26 12:30:00 PM ICT,5.2
15-Feb-26 1:00:00 PM ICT,5.2
15-Feb-26 1:30:00 PM ICT,5.2
15-Feb-26 2:00:00 PM ICT,5.2
15-Feb-26 2:30:00 PM ICT,5.2
15-Feb-26 3:00:00 PM ICT,5.2
15-Feb-26 3:30:00 PM ICT,5.2
15-Feb-26 4:00:00 PM ICT,5.2
15-Feb-26 4:30:00 PM ICT,5.2
15-Feb-26 5:00:00 PM ICT,5.2
15-Feb-26 5:30:00 PM ICT,5.2
15-Feb-26 6:00:00 PM ICT,5.2
15-Feb-26 6:30:00 PM ICT,5.2
15-Feb-26 7:00:00 PM ICT,5.2
15-Feb-26 7:30:00 PM ICT,5.2
15-Feb-26 8:00:00 PM ICT,5.2
15-Feb-26 8:30:00 PM ICT,5.2
15-Feb-26 9:00:00 PM ICT,5.2
15-Feb-26 9:30:00 PM ICT,5.2
15-Feb-26 10:00:00 PM ICT,5.2
15-Feb-26 10:30:00 PM ICT,5.2
15-Feb-26 11:00:00 PM ICT,5.2
15-Feb-26 11:30:00 PM ICT,5.2
16-Feb-26 12:00:00 AM ICT,5.2
16-Feb-26 12:30:00 AM ICT,5.2
16-Feb-26 1:00:00 AM ICT,5.2
16-Feb-26 1:30:00 AM ICT,5.2
16-Feb-26 2:00:00 AM ICT,5.2
16-Feb-26 2:30:00 AM ICT,5.2
16-Feb-26 3:00:00 AM ICT,5.2
16-Feb-26 3:30:00 AM ICT,5.2
16-Feb-26 4:00:00 AM ICT,5.2
16-Feb-26 4:30:00 AM ICT,5.2
16-Feb-26 5:00:00 AM ICT,5.2
16-Feb-26 5:30:00 AM ICT,5.2
16-Feb-26 6:00:00 AM ICT,5.2
16-Feb-26 6:30:00 AM ICT,5.2
16-Feb-26 7:00:00 AM ICT,5.2
16-Feb-26 7:30:00 AM ICT,5.2
16-Feb-26 8:00:00 AM ICT,5.2
16-Feb-26 8:30:00 AM ICT,5.2
16-Feb-26 9:00:00 AM ICT,5.2
16-Feb-26 9:30:00 AM ICT,5.2
16-Feb-26 10:00:00 AM ICT,5.2
16-Feb-26 10:30:00 AM ICT,5.2
16-Feb-26 11:00:00 AM ICT,5.2
16-Feb-26 11:30:00 AM ICT,5.2
16-Feb-26 12:00:00 PM ICT,5.2
16-Feb-26 12:30:00 PM ICT,5.2
16-Feb-26 1:00:00 PM ICT,5.2
16-Feb-26 1:30:00 PM ICT,5.2
16-Feb-26 2:00:00 PM ICT,5.2
16-Feb-26 2:30:00 PM ICT,5.2
16-Feb-26 3:00:00 PM ICT,5.3
16-Feb-26 3:30:00 PM ICT,5.2
16-Feb-26 4:00:00 PM ICT,5.2
16-Feb-26 4:30:00 PM ICT,5.2
16-Feb-26 5:00:00 PM ICT,5.2
16-Feb-26 5:30:00 PM ICT,5.2
16-Feb-26 6:00:00 PM ICT,5.2
16-Feb-26 6:30:00 PM ICT,5.2
16-Feb-26 7:00:00 PM ICT,5.2
16-Feb-26 7:30:00 PM ICT,5.2
16-Feb-26 8:00:00 PM ICT,5.2
16-Feb-26 8:30:00 PM ICT,5.2
16-Feb-26 9:00:00 PM ICT,5.2
16-Feb-26 9:30:00 PM ICT,5.2
16-Feb-26 10:00:00 PM ICT,5.2
16-Feb-26 10:30:00 PM ICT,5.2
16-Feb-26 11:00:00 PM ICT,5.2
16-Feb-26 11:30:00 PM ICT,5.2
17-Feb-26 12:00:00 AM ICT,5.2
17-Feb-26 12:30:00 AM ICT,5.2
17-Feb-26 1:00:00 AM ICT,5.2
17-Feb-26 1:30:00 AM ICT,5.2
17-Feb-26 2:00:00 AM ICT,5.2
17-Feb-26 2:30:00 AM ICT,5.2
17-Feb-26 3:00:00 AM ICT,5.2
17-Feb-26 3:30:00 AM ICT,5.2
17-Feb-26 4:00:00 AM ICT,5.2
17-Feb-26 4:30:00 AM ICT,5.2
17-Feb-26 5:00:00 AM ICT,5.2
17-Feb-26 5:30:00 AM ICT,5.2
17-Feb-26 6:00:00 AM ICT,5.2
17-Feb-26 6:30:00 AM ICT,5.2
17-Feb-26 7:00:00 AM ICT,5.2
17-Feb-26 7:30:00 AM ICT,5.2
17-Feb-26 8:00:00 AM ICT,5.2
17-Feb-26 8:30:00 AM ICT,5.2
17-Feb-26 9:00:00 AM ICT,5.2
17-Feb-26 9:30:00 AM ICT,5.2
17-Feb-26 10:00:00 AM ICT,5.2
17-Feb-26 10:30:00 AM ICT,5.2
17-Feb-26 11:00:00 AM ICT,5.2
17-Feb-26 11:30:00 AM ICT,5.2
17-Feb-26 12:00:00 PM ICT,5.2
17-Feb-26 12:30:00 PM ICT,5.2
17-Feb-26 1:00:00 PM ICT,5.2
17-Feb-26 1:30:00 PM ICT,5.2
17-Feb-26 2:00:00 PM ICT,5.2
17-Feb-26 2:30:00 PM ICT,5.2
17-Feb-26 3:00:00 PM ICT,5.2
17-Feb-26 3:30:00 PM ICT,5.2
17-Feb-26 4:00:00 PM ICT,5.2
17-Feb-26 4:30:00 PM ICT,5.2
17-Feb-26 5:00:00 PM ICT,5.2
17-Feb-26 5:30:00 PM ICT,5.2
17-Feb-26 6:00:00 PM ICT,5.2
17-Feb-26 6:30:00 PM ICT,5.2
17-Feb-26 7:00:00 PM ICT,5.2
17-Feb-26 7:30:00 PM ICT,5.2
17-Feb-26 8:00:00 PM ICT,5.2
17-Feb-26 8:30:00 PM ICT,5.2
17-Feb-26 9:00:00 PM ICT,5.2
17-Feb-26 9:30:00 PM ICT,5.2
17-Feb-26 10:00:00 PM ICT,5.2
17-Feb-26 10:30:00 PM ICT,5.2
17-Feb-26 11:00:00 PM ICT,5.2
17-Feb-26 11:30:00 PM ICT,5.2
18-Feb-26 12:00:00 AM ICT,5.2
18-Feb-26 12:30:00 AM ICT,5.2
18-Feb-26 1:00:00 AM ICT,5.2
18-Feb-26 1:30:00 AM ICT,5.2
18-Feb-26 2:00:00 AM ICT,5.2
18-Feb-26 2:30:00 AM ICT,5.2
18-Feb-26 3:00:00 AM ICT,5.2
18-Feb-26 3:30:00 AM ICT,5.2
18-Feb-26 4:00:00 AM ICT,5.2
18-Feb-26 4:30:00 AM ICT,5.2
18-Feb-26 5:00:00 AM ICT,5.2
18-Feb-26 5:30:00 AM ICT,5.2
18-Feb-26 6:00:00 AM ICT,5.2
18-Feb-26 6:30:00 AM ICT,5.2
18-Feb-26 7:00:00 AM ICT,5.2
18-Feb-26 7:30:00 AM ICT,5.2
18-Feb-26 8:00:00 AM ICT,5.2
18-Feb-26 8:30:00 AM ICT,5.2
18-Feb-26 9:00:00 AM ICT,5.2
18-Feb-26 9:30:00 AM ICT,5.2
18-Feb-26 10:00:00 AM ICT,5.2
18-Feb-26 10:30:00 AM ICT,5.2
18-Feb-26 11:00:00 AM ICT,5.2
18-Feb-26 11:30:00 AM ICT,5.2
18-Feb-26 12:00:00 PM ICT,5.2
18-Feb-26 12:30:00 PM ICT,5.2
18-Feb-26 1:00:00 PM ICT,5.2
18-Feb-26 1:30:00 PM ICT,5.2
18-Feb-26 2:00:00 PM ICT,5.2
18-Feb-26 2:30:00 PM ICT,5.2
18-Feb-26 3:00:00 PM ICT,5.2
18-Feb-26 3:30:00 PM ICT,5.2
18-Feb-26 4:00:00 PM ICT,5.2
18-Feb-26 4:30:00 PM ICT,5.2
18-Feb-26 5:00:00 PM ICT,3.8
18-Feb-26 5:30:00 PM ICT,5.2
18-Feb-26 6:00:00 PM ICT,5.2
18-Feb-26 6:30:00 PM ICT,5.2
18-Feb-26 7:00:00 PM ICT,5.2
18-Feb-26 7:30:00 PM ICT,5.2
18-Feb-26 8:00:00 PM ICT,5.2
18-Feb-26 8:30:00 PM ICT,5.2
18-Feb-26 9:00:00 PM ICT,5.2
18-Feb-26 9:30:00 PM ICT,5.2
18-Feb-26 10:00:00 PM ICT,5.2
18-Feb-26 10:30:00 PM ICT,5.2
18-Feb-26 11:00:00 PM ICT,5.2
18-Feb-26 11:30:00 PM ICT,5.2
19-Feb-26 12:00:00 AM ICT,5.2
19-Feb-26 12:30:00 AM ICT,5.2
19-Feb-26 1:00:00 AM ICT,5.2
19-Feb-26 1:30:00 AM ICT,5.2
19-Feb-26 2:00:00 AM ICT,5.2
19-Feb-26 2:30:00 AM ICT,5.2
19-Feb-26 3:00:00 AM ICT,5.2
19-Feb-26 3:30:00 AM ICT,5.2
19-Feb-26 4:00:00 AM ICT,5.2
19-Feb-26 4:30:00 AM ICT,5.2
19-Feb-26 5:00:00 AM ICT,5.2
19-Feb-26 5:30:00 AM ICT,5.2
19-Feb-26 6:00:00 AM ICT,5.2
19-Feb-26 6:30:00 AM ICT,5.2
19-Feb-26 7:00:00 AM ICT,5.2
19-Feb-26 7:30:00 AM ICT,5.2
19-Feb-26 8:00:00 AM ICT,5.2
19-Feb-26 8:30:00 AM ICT,5.2
19-Feb-26 9:00:00 AM ICT,5.2
19-Feb-26 9:30:00 AM ICT,5.2
19-Feb-26 10:00:00 AM ICT,5.2
19-Feb-26 10:30:00 AM ICT,5.2
19-Feb-26 11:00:00 AM ICT,5.2
19-Feb-26 11:30:00 AM ICT,5.2
19-Feb-26 12:00:00 PM ICT,5.2
19-Feb-26 12:30:00 PM ICT,5.2
19-Feb-26 1:00:00 PM ICT,5.2
19-Feb-26 1:30:00 PM ICT,5.2
19-Feb-26 2:00:00 PM ICT,5.2
19-Feb-26 2:30:00 PM ICT,5.2
19-Feb-26 3:00:00 PM ICT,5.2
19-Feb-26 3:30:00 PM ICT,5.2
19-Feb-26 4:00:00 PM ICT,5.2
19-Feb-26 4:30:00 PM ICT,5.2
19-Feb-26 5:00:00 PM ICT,5.2
19-Feb-26 5:30:00 PM ICT,5.2
19-Feb-26 6:00:00 PM ICT,5.2
19-Feb-26 6:30:00 PM ICT,5.2
19-Feb-26 7:00:00 PM ICT,5.2
19-Feb-26 7:30:00 PM ICT,5.2
19-Feb-26 8:00:00 PM ICT,5.2
19-Feb-26 8:30:00 PM ICT,5.2
19-Feb-26 9:00:00 PM ICT,5.2
19-Feb-26 9:30:00 PM ICT,5.2
19-Feb-26 10:00:00 PM ICT,5.2
19-Feb-26 10:30:00 PM ICT,5.2
19-Feb-26 11:00:00 PM ICT,5.2
19-Feb-26 11:30:00 PM ICT,5.2
20-Feb-26 12:00:00 AM ICT,5.2
20-Feb-26 12:30:00 AM ICT,5.2
20-Feb-26 1:00:00 AM ICT,5.2
20-Feb-26 1:30:00 AM ICT,5.2
20-Feb-26 2:00:00 AM ICT,5.2
20-Feb-26 2:30:00 AM ICT,5.2
20-Feb-26 3:00:00 AM ICT,5.2
20-Feb-26 3:30:00 AM ICT,5.2
20-Feb-26 4:00:00 AM ICT,5.2
20-Feb-26 4:30:00 AM ICT,5.2
20-Feb-26 5:00:00 AM ICT,5.2
20-Feb-26 5:30:00 AM ICT,5.2
20-Feb-26 6:00:00 AM ICT,5.2
20-Feb-26 6:30:00 AM ICT,5.2
20-Feb-26 7:00:00 AM ICT,5.2
20-Feb-26 7:30:00 AM ICT,5.2
20-Feb-26 8:00:00 AM ICT,5.2
20-Feb-26 8:30:00 AM ICT,5.2
20-Feb-26 9:00:00 AM ICT,5.2
20-Feb-26 9:30:00 AM ICT,5.2
20-Feb-26 10:00:00 AM ICT,5.2
20-Feb-26 10:30:00 AM ICT,5.2
20-Feb-26 11:00:00 AM ICT,5.2
20-Feb-26 11:30:00 AM ICT,5.2
20-Feb-26 12:00:00 PM ICT,5.2
20-Feb-26 12:30:00 PM ICT,5.2
20-Feb-26 1:00:00 PM ICT,5.2
20-Feb-26 1:30:00 PM ICT,5.2
20-Feb-26 2:00:00 PM ICT,5.2
20-Feb-26 2:30:00 PM ICT,5.2
20-Feb-26 3:00:00 PM ICT,5.2
20-Feb-26 3:30:00 PM ICT,5.2
20-Feb-26 4:00:00 PM ICT,5.2
20-Feb-26 4:30:00 PM ICT,5.2
20-Feb-26 5:00:00 PM ICT,5.2
20-Feb-26 5:30:00 PM ICT,5.2
20-Feb-26 6:00:00 PM ICT,5.2
20-Feb-26 6:30:00 PM ICT,5.2
20-Feb-26 7:00:00 PM ICT,5.2
20-Feb-26 7:30:00 PM ICT,5.2
20-Feb-26 8:00:00 PM ICT,5.2
20-Feb-26 8:30:00 PM ICT,5.2
20-Feb-26 9:00:00 PM ICT,5.2
20-Feb-26 9:30:00 PM ICT,5.2
20-Feb-26 10:00:00 PM ICT,5.2
20-Feb-26 10:30:00 PM ICT,5.2
20-Feb-26 11:00:00 PM ICT,5.2
20-Feb-26 11:30:00 PM ICT,5.2
21-Feb-26 12:00:00 AM ICT,5.2
21-Feb-26 12:30:00 AM ICT,5.2
21-Feb-26 1:00:00 AM ICT,5.2
21-Feb-26 1:30:00 AM ICT,5.2
21-Feb-26 2:00:00 AM ICT,5.2
21-Feb-26 2:30:00 AM ICT,5.2
21-Feb-26 3:00:00 AM ICT,5.2
21-Feb-26 3:30:00 AM ICT,5.2
21-Feb-26 4:00:00 AM ICT,5.2
21-Feb-26 4:30:00 AM ICT,5.2
21-Feb-26 5:00:00 AM ICT,5.2
21-Feb-26 5:30:00 AM ICT,5.2
21-Feb-26 6:00:00 AM ICT,5.2
21-Feb-26 6:30:00 AM ICT,5.2
21-Feb-26 7:00:00 AM ICT,5.2
21-Feb-26 7:30:00 AM ICT,5.2
21-Feb-26 8:00:00 AM ICT,5.2
21-Feb-26 8:30:00 AM ICT,5.2
21-Feb-26 9:00:00 AM ICT,5.2
21-Feb-26 9:30:00 AM ICT,5.2
21-Feb-26 10:00:00 AM ICT,5.2
21-Feb-26 10:30:00 AM ICT,5.2
21-Feb-26 11:00:00 AM ICT,5.2
21-Feb-26 11:30:00 AM ICT,5.2
21-Feb-26 12:00:00 PM ICT,5.2
21-Feb-26 12:30:00 PM ICT,5.2
21-Feb-26 1:00:00 PM ICT,5.2
21-Feb-26 1:30:00 PM ICT,5.2
21-Feb-26 2:00:00 PM ICT,5.2
21-Feb-26 2:30:00 PM ICT,5.2
21-Feb-26 3:00:00 PM ICT,5.2
21-Feb-26 3:30:00 PM ICT,5.2
21-Feb-26 4:00:00 PM ICT,5.2
21-Feb-26 4:30:00 PM ICT,5.2
21-Feb-26 5:00:00 PM ICT,5.2
21-Feb-26 5:30:00 PM ICT,5.2
21-Feb-26 6:00:00 PM ICT,5.2
21-Feb-26 6:30:00 PM ICT,5.2
21-Feb-26 7:00:00 PM ICT,5.2
21-Feb-26 7:30:00 PM ICT,5.2
21-Feb-26 8:00:00 PM ICT,5.2
21-Feb-26 8:30:00 PM ICT,5.2
21-Feb-26 9:00:00 PM ICT,5.2
21-Feb-26 9:30:00 PM ICT,5.2
21-Feb-26 10:00:00 PM ICT,5.2
21-Feb-26 10:30:00 PM ICT,5.2
21-Feb-26 11:00:00 PM ICT,5.2
21-Feb-26 11:30:00 PM ICT,5.2
22-Feb-26 12:00:00 AM ICT,5.2
22-Feb-26 12:30:00 AM ICT,5.2
22-Feb-26 1:00:00 AM ICT,5.2
22-Feb-26 1:30:00 AM ICT,5.2
22-Feb-26 2:00:00 AM ICT,5.2
22-Feb-26 2:30:00 AM ICT,5.2
22-Feb-26 3:00:00 AM ICT,5.2
22-Feb-26 3:30:00 AM ICT,5.2
22-Feb-26 4:00:00 AM ICT,5.2
22-Feb-26 4:30:00 AM ICT,5.2
22-Feb-26 5:00:00 AM ICT,5.2
22-Feb-26 5:30:00 AM ICT,5.2
22-Feb-26 6:00:00 AM ICT,5.2
22-Feb-26 6:30:00 AM ICT,5.2
22-Feb-26 7:00:00 AM ICT,5.2
22-Feb-26 7:30:00 AM ICT,5.2
22-Feb-26 8:00:00 AM ICT,5.2
22-Feb-26 8:30:00 AM ICT,5.2
22-Feb-26 9:00:00 AM ICT,5.2
22-Feb-26 9:30:00 AM ICT,5.2
22-Feb-26 11:00:00 AM ICT,5.2
22-Feb-26 11:30:00 AM ICT,5.2
22-Feb-26 12:00:00 PM ICT,5.2
22-Feb-26 12:30:00 PM ICT,5.2
22-Feb-26 1:00:00 PM ICT,5.2
22-Feb-26 1:30:00 PM ICT,5.2
22-Feb-26 2:00:00 PM ICT,5.2
22-Feb-26 2:30:00 PM ICT,5.2
22-Feb-26 3:00:00 PM ICT,5.2
22-Feb-26 3:30:00 PM ICT,5.2
22-Feb-26 4:00:00 PM ICT,5.2
22-Feb-26 4:30:00 PM ICT,5.2
22-Feb-26 5:00:00 PM ICT,5.2
22-Feb-26 5:30:00 PM ICT,5.2
22-Feb-26 6:00:00 PM ICT,5.2
22-Feb-26 6:30:00 PM ICT,5.2
22-Feb-26 7:00:00 PM ICT,5.2
22-Feb-26 7:30:00 PM ICT,5.2
22-Feb-26 8:00:00 PM ICT,5.2
22-Feb-26 8:30:00 PM ICT,5.2
22-Feb-26 9:00:00 PM ICT,5.2
22-Feb-26 9:30:00 PM ICT,5.2
22-Feb-26 10:00:00 PM ICT,5.2
22-Feb-26 10:30:00 PM ICT,5.2
22-Feb-26 11:00:00 PM ICT,5.2
22-Feb-26 11:30:00 PM ICT,5.2
23-Feb-26 12:00:00 AM ICT,5.2
23-Feb-26 12:30:00 AM ICT,5.2
23-Feb-26 1:00:00 AM ICT,5.2
23-Feb-26 1:30:00 AM ICT,5.2
23-Feb-26 2:00:00 AM ICT,5.2
23-Feb-26 2:30:00 AM ICT,5.2
23-Feb-26 3:00:00 AM ICT,5.2
23-Feb-26 3:30:00 AM ICT,5.2
23-Feb-26 4:00:00 AM ICT,5.2
23-Feb-26 4:30:00 AM ICT,5.2
23-Feb-26 5:00:00 AM ICT,5.2
23-Feb-26 5:30:00 AM ICT,5.2
23-Feb-26 6:00:00 AM ICT,5.2
23-Feb-26 6:30:00 AM ICT,5.2
23-Feb-26 7:00:00 AM ICT,5.2
23-Feb-26 7:30:00 AM ICT,5.2
23-Feb-26 8:00:00 AM ICT,5.2
23-Feb-26 8:30:00 AM ICT,5.2
23-Feb-26 9:00:00 AM ICT,5.2
23-Feb-26 9:30:00 AM ICT,5.2
23-Feb-26 10:00:00 AM ICT,5.2
23-Feb-26 10:30:00 AM ICT,5.2
23-Feb-26 11:00:00 AM ICT,5.2
23-Feb-26 11:30:00 AM ICT,5.2
23-Feb-26 12:00:00 PM ICT,5.2
23-Feb-26 12:30:00 PM ICT,5.2
23-Feb-26 1:00:00 PM ICT,5.2
23-Feb-26 1:30:00 PM ICT,5.2
23-Feb-26 2:00:00 PM ICT,5.2
23-Feb-26 2:30:00 PM ICT,5.2
23-Feb-26 3:00:00 PM ICT,5.2
23-Feb-26 3:30:00 PM ICT,5.2
23-Feb-26 4:00:00 PM ICT,5.2
23-Feb-26 4:30:00 PM ICT,5.2
23-Feb-26 5:00:00 PM ICT,5.2
23-Feb-26 5:30:00 PM ICT,5.2
23-Feb-26 6:00:00 PM ICT,5.2
23-Feb-26 6:30:00 PM ICT,5.2
23-Feb-26 7:00:00 PM ICT,5.2
23-Feb-26 7:30:00 PM ICT,5.2
23-Feb-26 8:00:00 PM ICT,5.2
23-Feb-26 8:30:00 PM ICT,5.2
23-Feb-26 9:00:00 PM ICT,5.2
23-Feb-26 9:30:00 PM ICT,5.2
23-Feb-26 10:00:00 PM ICT,5.2
23-Feb-26 10:30:00 PM ICT,5.2
23-Feb-26 11:00:00 PM ICT,5.2
23-Feb-26 11:30:00 PM ICT,5.2
24-Feb-26 12:00:00 AM ICT,5.2
24-Feb-26 12:30:00 AM ICT,5.2
24-Feb-26 1:00:00 AM ICT,5.2
24-Feb-26 1:30:00 AM ICT,5.2
24-Feb-26 2:00:00 AM ICT,5.2
24-Feb-26 2:30:00 AM ICT,5.2
24-Feb-26 3:00:00 AM ICT,5.2
24-Feb-26 3:30:00 AM ICT,5.2
24-Feb-26 4:00:00 AM ICT,5.2
