Request State,TTR(hr),Machine ID,Machine Name,Request ID,Requester,WO ID,Description,Location,JobTrade,JobTypeId,WorkerG,Worker,Priority
Finished,22 hr 48 min,ENWA-240008,Producton High Risk,MNT-00004514,1900175,WRKO-00005381,เครื่องswing vaccuumฝั่งสุก โปรแกรมเครื่องปรับขึ้น-ลงเอง,Work Area,Production Machine,Inspection,ENG,"",4
Finished,112 hr 59 min,ENWA-240008,Producton High Risk,MNT-00004536,1900175,WRKO-00005404,น๊อตยึดด้ามจับประตูทางไป air blast 1 ฝั่งสุกหลุด,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,113 hr 27 min,ENWA-240008,Producton High Risk,MNT-00004537,1900175,WRKO-00005405,สายครอบปลั๊กไฟข้างสายพานฝั่งสุกชำรุด,Work Area,Electrical system,Inspection,ENG,"",4
Finished,,ENWA-240009,Producton Low Risk,MNT-00004343,1900231,WRKO-00005193,ติดตั้งท่อน้ำเครื่องทำน้ำแข็ง,Work Area,Tool and Equipment,Inspection,"","",1
Finished,7 hr 26 min,ENWA-240009,Producton Low Risk,MNT-00004347,1900224,WRKO-00005200,เครื่องหยอดไข่ให้หน่อยลมออกมาไม่เสมอกัน,Work Area,Production Machine,Inspection,ENG,"",4
Finished,14 hr 16 min,ENWA-240009,Producton Low Risk,MNT-00004349,1900175,WRKO-00005203,แก้ไขมอเตอร์เครื่องลับมีดไม่ทำงาน/Low Risk,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,14 hr 51 min,ENWA-240009,Producton Low Risk,MNT-00004350,1900175,WRKO-00005204,แก้ไขใบมีดเครื่องหั่นผักบิ่น ฝั่งดิบ,Work Area,Production Machine,Inspection,ENG,"",4
Finished,,ENWA-240009,Producton Low Risk,MNT-00004351,1900175,WRKO-00005205,แก้ไขหลอดไฟห้องล้าง ฝั่งดิบ,Work Area,Electrical system,Inspection,ENG,"",4
Finished,360 hr 17 min,ENWA-240009,Producton Low Risk,MNT-00004352,1900175,WRKO-00005206,แก้ไขหลอดไฟห้อง Cooking 2 จะหลุด ฝั่งดิบ,Work Area,Electrical system,Inspection,ENG,"",4
Finished,161 hr 30 min,ENWA-240009,Producton Low Risk,MNT-00004353,1900175,WRKO-00005207,แก้ไขแผ่นปิดรู ข้างท่อสตรีมหม้อ Round Bratts ชำรุด ฝั่งดิบ,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,9 hr 43 min,ENWA-240009,Producton Low Risk,MNT-00004354,1900175,WRKO-00005208,แก้ไขเครื่องปั่น Sharp เครื่องมีกลิ่นไหม้ ห้อง Batching,Work Area,Production Machine,Inspection,ENG,"",4
Finished,201 hr 41 min,ENWA-240009,Producton Low Risk,MNT-00004355,1900175,WRKO-00005209,แก้ไขแอร์2.1ห้องBatching(Allergen)  แอร์ไม่เย็นอุณหภูมิสูง,Work Area,Cooling machine,Inspection,ENG,"",4
Finished,23 hr 3 min,ENWA-240009,Producton Low Risk,MNT-00004358,1900175,WRKO-00005212,เชื่อมหูหม้อ ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,11 hr 2 min,ENWA-240009,Producton Low Risk,MNT-00004359,1900175,WRKO-00005213,เปลี่ยนใบมีด เครื่องปอกมันฝรั่ง1 ใบยาว,Work Area,Production Machine,Inspection,ENG,"",4
Finished,26 hr 9 min,ENWA-240009,Producton Low Risk,MNT-00004365,1900175,WRKO-00005219,แก้ไขเครื่องหยดไข่กระบอกลูกสูบขัด ฝั่งดิบ,Work Area,Production Machine,Inspection,ENG,"",4
Finished,33 hr 27 min,ENWA-240009,Producton Low Risk,MNT-00004372,1900175,WRKO-00005229,เช็คฐานเครื่องปั่น SHARPแกนกลางสูงทำให้ขอบยางชำรุด ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,,ENWA-240009,Producton Low Risk,MNT-00004373,1900175,WRKO-00005230,เชื่อมตะกร้อ2อัน ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,1 hr 54 min,ENWA-240009,Producton Low Risk,MNT-00004374,1900175,WRKO-00005231,เชื่อมตะกร้อใหญ่ 1อัน,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,1 hr 53 min,ENWA-240009,Producton Low Risk,MNT-00004375,1900175,WRKO-00005232,เชื่อมพายสแตนเลส ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,,ENWA-240009,Producton Low Risk,MNT-00004376,1900175,WRKO-00005233,ใส่น๊อตล้อรถTrolley ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,113 hr 18 min,ENWA-240009,Producton Low Risk,MNT-00004378,1900175,WRKO-00005235,ต่อสามทางใส่ก็อกน้ำเพิ่มให้อีก1จุด หม้อราวแบทแพน ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,,ENWA-240009,Producton Low Risk,MNT-00004383,1900175,WRKO-00005244,แก้ไขหลอดไฟหน้าทางเข้าไลน์ผลิตเสีย-ไฟกระพริบ ฝั่งดิบ,Work Area,Electrical system,Inspection,ENG,"",4
Finished,107 hr 47 min,ENWA-240009,Producton Low Risk,MNT-00004384,1900175,WRKO-00005245,แก้ไขน้ำหยดลงมาตรงหลอดไฟห้องทำปลา ฝั่งดิบ,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,,ENWA-240009,Producton Low Risk,MNT-00004389,1900175,WRKO-00005254,แก้ไขด้ามจับประตู ห้อง Fish Prep. ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,39 hr 13 min,ENWA-240009,Producton Low Risk,MNT-00004393,1900175,WRKO-00005257,แก้ไขน้ำหยดด้านบนเตา bratts pan 2,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,2 hr 22 min,ENWA-240009,Producton Low Risk,MNT-00004407,1900175,WRKO-00005270,แก้ไขประตู(Preparation room2)หลุด ฝั่งดิบ,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,24 hr 33 min,ENWA-240009,Producton Low Risk,MNT-00004415,1900254,WRKO-00005278,ห้องน้ำหญิงฝั่งดิบเบอร์19สายฉีดมีน้ำหยด,Work Area,Tool and Equipment,Inspection,ENG,"",1
Finished,206 hr 27 min,ENWA-240009,Producton Low Risk,MNT-00004417,1900254,WRKO-00005279,ประตูห้องน้ำชายฝั่งดิบหลุด,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,25 hr 23 min,ENWA-240009,Producton Low Risk,MNT-00004418,1900254,WRKO-00005280,ห้องน้ำชายฝั่งดิบเบอร์14น้ำไหลไม่หยุด,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,67 hr 40 min,ENWA-240009,Producton Low Risk,MNT-00004424,1900175,WRKO-00005288,แก้ไขสายไฟเครื่องปลอกมัน เนื่องจากตัวครอบสายไฟจากปลั๊ก,Work Area,Production Machine,Inspection,ENG,"",4
Finished,17 hr 46 min,ENWA-240009,Producton Low Risk,MNT-00004428,1900175,WRKO-00005292,แจ้งซ่อมม่านประตูทางเข้า - ออก ไลน์ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,69 hr 22 min,ENWA-240009,Producton Low Risk,MNT-00004431,1900271,WRKO-00005294,แจ้งซ่อมประตู Cold5,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,46 hr 6 min,ENWA-240009,Producton Low Risk,MNT-00004438,1900175,WRKO-00005299,ติดตั้งหลอดไฟห้องล้าง หลอดไฟล่วง ฝั่งดิบ,Work Area,Electrical system,Inspection,ENG,"",4
Finished,23 hr 29 min,ENWA-240009,Producton Low Risk,MNT-00004439,1900175,WRKO-00005300,แก้ไขด้ามจับประตูห้องตัดปลาชำรุด ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,16 hr 4 min,ENWA-240009,Producton Low Risk,MNT-00004443,1900175,WRKO-00005304, แก้ไข Hood ห้อง Cooking ฝั่งดิบ ไม่ทำงาน,Work Area,Production Machine,Inspection,ENG,"",4
Finished,,ENWA-240009,Producton Low Risk,MNT-00004450,1900231,WRKO-00005311,เปลี่ยนล้อหม้อทอด,Work Area,Production Machine,Inspection,ENG,"",1
Finished,6 hr 28 min,ENWA-240009,Producton Low Risk,MNT-00004452,1900175,WRKO-00005313,ขันยูเนียนที่หม้อBran Pan4,Work Area,Production Machine,Inspection,ENG,"",4
Finished,18 hr 43 min,ENWA-240009,Producton Low Risk,MNT-00004454,1900175,WRKO-00005315,แก้ไขขอบประตูห้องตัดปลา ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,23 hr 18 min,ENWA-240009,Producton Low Risk,MNT-00004455,1900175,WRKO-00005316,แก้ไขไฟห้องล้างฝั่งดิบชำรุด ติดหลอดเดียว,Work Area,Electrical system,Inspection,ENG,"",4
Finished,17 hr 35 min,ENWA-240009,Producton Low Risk,MNT-00004461,1900175,WRKO-00005322,เปลี่ยนท่อหุ้มสายไฟ ห้องตัดปลา ฝั่งดิบ,Work Area,Electrical system,Inspection,ENG,"",4
Finished,89 hr 21 min,ENWA-240009,Producton Low Risk,MNT-00004464,1900175,WRKO-00005328,แก้ไขน้ำหยดบนเพดาน หน้าตู้ STEAM BOXฝั่งดิบ,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,88 hr 40 min,ENWA-240009,Producton Low Risk,MNT-00004465,1900175,WRKO-00005329,แก้ไขฝาผนังชำรุด ข้างตู้STEAM BOX ฝั่งดิบ,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,4 hr 55 min,ENWA-240009,Producton Low Risk,MNT-00004468,1900175,WRKO-00005332,แก้ไขเครื่อง dice เนื่องจากไฟไม่เข้า ฝั่งดิบ,Work Area,Production Machine,Inspection,ENG,"",4
Finished,63 hr 21 min,ENWA-240009,Producton Low Risk,MNT-00004472,1900018,WRKO-00005338,แจ้งซ่อมประตูห้องทอไก่ ประตูเปิดปิดไม่ได้ค่ะ,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,,ENWA-240009,Producton Low Risk,MNT-00004476,1900175,WRKO-00005342,ตรวจสอบตู้Air shower ตู้ 2  มีน้ำไหล ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,65 hr 22 min,ENWA-240009,Producton Low Risk,MNT-00004478,1900175,WRKO-00005344,แก้ไขหลอดไฟห้องล้าง ฝาครอบหลอดชำรุด ฝั่งดิบ,Work Area,Electrical system,Inspection,ENG,"",4
