Request State,TTR(hr),Machine ID,Machine Name,Request ID,Requester,WO ID,Description,Location,JobTrade,JobTypeId,WorkerG,Worker,Priority
Finished,,ENWA-240009,Producton Low Risk,MNT-00004503,1900231,WRKO-00005371,เปลี่ยนหลอดไฟห้องหุงข้าว,Work Area,Electrical system,Inspection,ENG,"",1
Finished,18 hr 42 min,ENWA-240009,Producton Low Risk,MNT-00004508,1900175,WRKO-00005375,แก้ไขฝาครอบหลอดไฟที่ชำรุด ห้องหุงข้าวฝั่งดิบ,Work Area,Electrical system,Inspection,ENG,"",4
Finished,157 hr 26 min,ENWA-240009,Producton Low Risk,MNT-00004513,1900175,WRKO-00005380,แก้ไขเครื่องชั่งฝั่งดิบ ตัวเลขไม่นิ่ง,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,6 hr 48 min,ENWA-240009,Producton Low Risk,MNT-00004515,1900175,WRKO-00005382,แก้ไขปลั๊กไฟมีสายหลุดออกมา ฝั่งดิบ,Work Area,Electrical system,Inspection,ENG,"",4
Finished,17 hr 21 min,ENWA-240009,Producton Low Risk,MNT-00004517,1900175,WRKO-00005384,แก้ไขหลอดไฟดับ1หลอด ที่ห้อง chill ติดห้องข้าว ฝั่งดิบ,Work Area,Electrical system,Inspection,ENG,"",4
Finished,140 hr 59 min,ENWA-240009,Producton Low Risk,MNT-00004518,1900175,WRKO-00005385,แก้ไขน้ำหยดด่วน ห้อง Cooking ฝั่งดิบ,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,119 hr 5 min,ENWA-240009,Producton Low Risk,MNT-00004519,1900175,WRKO-00005386,ไฟห้องcookingไฟเสีย2หลอด RL093กับLR331 ฝั่งดิบ,Work Area,Electrical system,Inspection,ENG,"",4
Finished,93 hr 21 min,ENWA-240009,Producton Low Risk,MNT-00004532,1900175,WRKO-00005400,แก้ไข้น้ำหยดที่เพดาน บนหม้อ Bratt pan2,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,137 hr 14 min,ENWA-240009,Producton Low Risk,MNT-00004534,1900175,WRKO-00005402,แก้ไขน๊อตหลุดที่โช๊คประตูทางออกฝั่งดิบ,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,9 hr 13 min,ENWA-240010,Producton Medium Risk,MNT-00004386,1900123,WRKO-00005247,แจ้งซ่อมที่จับประตูCold4,Work Area,Tool and Equipment,Inspection,ENG,"",1
Finished,6 hr 8 min,ENWA-240010,Producton Medium Risk,MNT-00004403,1900175,WRKO-00005266,แก้ไขเครื่องx-ray ดังผิดปกติ ฝั่งมีเดียม,Work Area,Production Machine,Inspection,ENG,"",4
Finished,166 hr 36 min,ENWA-240010,Producton Medium Risk,MNT-00004427,1900175,WRKO-00005291,แก้ไขที่จับประตูหน้าบาส1ชำรุด ฝั่งมีเดียม,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,23 hr 51 min,ENWA-240010,Producton Medium Risk,MNT-00004445,1900175,WRKO-00005306,แก้ไขด้ามจับประตู บลาส 1 ฝั่งมีเดียมหัก,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,61 hr 30 min,ENWA-240010,Producton Medium Risk,MNT-00004473,1900254,WRKO-00005339,น้ำไหลไม่หยุด,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,15 hr 40 min,ENWA-240010,Producton Medium Risk,MNT-00004475,1900175,WRKO-00005341,แก้ไขสายท่อลมแตกหัก ฝั่งมีเดียม,Work Area,Tool and Equipment,Inspection,ENG,"",4
Finished,4 hr 31 min,ENWA-240010,Producton Medium Risk,MNT-00004521,1900123,WRKO-00005388,แก้ไขสายพานโหลดสินค้ากระตุกอ,Work Area,Production Machine,Inspection,ENG,1900214,1
Finished,24 hr 10 min,ENWA-240010,Producton Medium Risk,MNT-00004525,1900175,WRKO-00005393,ยึดน็อต แผ่นรองสเเตนเลส หน้าประตู cold 1 ฝั่งมีเดียม,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,42 hr 8 min,ENWA-240010,Producton Medium Risk,MNT-00004526,1900175,WRKO-00005394,แก้ไขพื้นแตกทางเดินไปลานโหลดฝั่งมีเดียม,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,,ENWA-240010,Producton Medium Risk,MNT-00004530,1900175,WRKO-00005398,แก้ไขประตูบลาส2 ประตูหลุด ฝั่งมีเดียม,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,189 hr 46 min,ENWA-240017,Canteen,MNT-00004420,1900254,WRKO-00005282,ท่อน้ำอ่างล้างชามตรงโรงอาหารล็อกกลางมีน้ำรั่ว,Work Area,ฺBuilding,Inspection,ENG,"",4
Finished,59 hr 46 min,ENWA-240021,RD Kitchen,MNT-00004341,1900150,WRKO-00005192,WATER BOILER Leak,Work Area,Tool and Equipment,Inspection,ENG,"",1
Finished,,ENWA-240021,RD Kitchen,MNT-00004395,1900150,WRKO-00005259,WATER BOILER Leak,Work Area,Tool and Equipment,Inspection,ENG,"",1
Finished,,ENWA-240021,RD Kitchen,MNT-00004457,1900150,WRKO-00005319,Kitchen Hood ทำงานผิดปกติ,Work Area,Tool and Equipment,Inspection,ENG,"",1
