Timestamp,PT102ROWaterSupply_Pres(bar)
06-Feb-26 8:00:00 AM ICT,4.2
06-Feb-26 8:30:00 AM ICT,3.8
06-Feb-26 9:00:00 AM ICT,5.9
06-Feb-26 9:30:00 AM ICT,5.5
06-Feb-26 10:00:00 AM ICT,6.5
06-Feb-26 10:30:00 AM ICT,6.5
06-Feb-26 11:00:00 AM ICT,6.5
06-Feb-26 11:30:00 AM ICT,6.5
06-Feb-26 12:00:00 PM ICT,6.5
06-Feb-26 12:30:00 PM ICT,6.5
06-Feb-26 1:00:00 PM ICT,6.5
06-Feb-26 1:30:00 PM ICT,6.5
06-Feb-26 2:00:00 PM ICT,6.5
06-Feb-26 2:30:00 PM ICT,6.5
06-Feb-26 3:00:00 PM ICT,6.5
06-Feb-26 3:30:00 PM ICT,6.5
06-Feb-26 4:00:00 PM ICT,6.5
06-Feb-26 4:30:00 PM ICT,6.5
06-Feb-26 5:00:00 PM ICT,6.5
06-Feb-26 5:30:00 PM ICT,6.5
06-Feb-26 6:00:00 PM ICT,6.5
06-Feb-26 6:30:00 PM ICT,6.5
06-Feb-26 7:00:00 PM ICT,6.5
06-Feb-26 7:30:00 PM ICT,6.5
06-Feb-26 8:00:00 PM ICT,6.5
06-Feb-26 8:30:00 PM ICT,6.5
06-Feb-26 9:00:00 PM ICT,6.5
06-Feb-26 9:30:00 PM ICT,5.8
06-Feb-26 10:00:00 PM ICT,4.0
06-Feb-26 10:30:00 PM ICT,4.5
06-Feb-26 11:00:00 PM ICT,6.5
06-Feb-26 11:30:00 PM ICT,3.9
07-Feb-26 12:00:00 AM ICT,4.5
07-Feb-26 12:30:00 AM ICT,3.8
07-Feb-26 1:00:00 AM ICT,6.7
07-Feb-26 1:30:00 AM ICT,6.4
07-Feb-26 2:00:00 AM ICT,3.8
07-Feb-26 2:30:00 AM ICT,2.3
07-Feb-26 3:00:00 AM ICT,4.4
07-Feb-26 3:30:00 AM ICT,6.0
07-Feb-26 4:00:00 AM ICT,6.5
07-Feb-26 4:30:00 AM ICT,5.8
07-Feb-26 5:00:00 AM ICT,5.3
07-Feb-26 5:30:00 AM ICT,3.0
07-Feb-26 6:00:00 AM ICT,3.6
07-Feb-26 6:30:00 AM ICT,5.2
