history:SM/PM-MDB-9_Energy

Timestamp,Trend Flags,Status,Value (kW-hr)
16-Dec-25 6:00:00 PM ICT,{start},{ok},101023.00
16-Dec-25 6:15:00 PM ICT,{ },{ok},101050.00
16-Dec-25 6:30:00 PM ICT,{ },{ok},101079.00
16-Dec-25 6:45:00 PM ICT,{ },{ok},101108.00
16-Dec-25 7:00:00 PM ICT,{ },{ok},101133.00
16-Dec-25 7:15:01 PM ICT,{ },{ok},101160.00
16-Dec-25 7:30:00 PM ICT,{ },{ok},101184.00
16-Dec-25 7:45:00 PM ICT,{ },{ok},101199.00
16-Dec-25 8:00:01 PM ICT,{ },{ok},101218.00
16-Dec-25 8:15:00 PM ICT,{ },{ok},101235.00
16-Dec-25 8:30:00 PM ICT,{ },{ok},101252.00
16-Dec-25 8:45:00 PM ICT,{ },{ok},101281.00
16-Dec-25 9:00:00 PM ICT,{ },{ok},101313.00
16-Dec-25 9:15:00 PM ICT,{ },{ok},101329.00
16-Dec-25 9:30:00 PM ICT,{ },{ok},101345.00
16-Dec-25 9:45:00 PM ICT,{ },{ok},101363.00
16-Dec-25 10:00:00 PM ICT,{ },{ok},101379.00
16-Dec-25 10:15:00 PM ICT,{ },{ok},101399.00
16-Dec-25 10:30:00 PM ICT,{ },{ok},101427.00
16-Dec-25 10:45:00 PM ICT,{ },{ok},101452.00
16-Dec-25 11:00:00 PM ICT,{ },{ok},101471.00
16-Dec-25 11:15:00 PM ICT,{ },{ok},101486.00
16-Dec-25 11:30:00 PM ICT,{ },{ok},101502.00
16-Dec-25 11:45:00 PM ICT,{ },{ok},101520.00
17-Dec-25 12:00:00 AM ICT,{ },{ok},101552.00
17-Dec-25 12:15:00 AM ICT,{ },{ok},101579.00
17-Dec-25 12:30:00 AM ICT,{ },{ok},101596.00
17-Dec-25 12:45:00 AM ICT,{ },{ok},101614.00
17-Dec-25 1:00:00 AM ICT,{ },{ok},101632.00
17-Dec-25 1:15:00 AM ICT,{ },{ok},101647.00
17-Dec-25 1:30:01 AM ICT,{ },{ok},101666.00
17-Dec-25 1:45:00 AM ICT,{ },{ok},101692.00
17-Dec-25 2:00:00 AM ICT,{ },{ok},101718.00
17-Dec-25 2:15:00 AM ICT,{ },{ok},101734.00
17-Dec-25 2:30:00 AM ICT,{ },{ok},101749.00
17-Dec-25 2:45:00 AM ICT,{ },{ok},101768.00
17-Dec-25 3:00:00 AM ICT,{ },{ok},101788.00
17-Dec-25 3:15:00 AM ICT,{ },{ok},101811.00
17-Dec-25 3:30:00 AM ICT,{ },{ok},101837.00
17-Dec-25 3:45:00 AM ICT,{ },{ok},101859.00
17-Dec-25 4:00:00 AM ICT,{ },{ok},101875.00
17-Dec-25 4:15:00 AM ICT,{ },{ok},101889.00
17-Dec-25 4:30:00 AM ICT,{ },{ok},101906.00
17-Dec-25 4:45:00 AM ICT,{ },{ok},101922.00
17-Dec-25 5:00:00 AM ICT,{ },{ok},101950.00
17-Dec-25 5:15:00 AM ICT,{ },{ok},101975.00
17-Dec-25 5:30:00 AM ICT,{ },{ok},101991.00
17-Dec-25 5:45:00 AM ICT,{ },{ok},102008.00
17-Dec-25 6:00:00 AM ICT,{ },{ok},102030.00
17-Dec-25 6:15:00 AM ICT,{ },{ok},102045.00
17-Dec-25 6:30:00 AM ICT,{ },{ok},102065.00
17-Dec-25 6:45:00 AM ICT,{ },{ok},102094.00
17-Dec-25 7:00:00 AM ICT,{ },{ok},102115.00
17-Dec-25 7:15:00 AM ICT,{ },{ok},102131.00
17-Dec-25 7:30:00 AM ICT,{ },{ok},102146.00
17-Dec-25 7:45:00 AM ICT,{ },{ok},102161.00
17-Dec-25 8:00:00 AM ICT,{ },{ok},102178.00
17-Dec-25 8:15:00 AM ICT,{ },{ok},102200.00
17-Dec-25 8:30:00 AM ICT,{ },{ok},102228.00
17-Dec-25 8:45:00 AM ICT,{ },{ok},102250.00
17-Dec-25 9:00:00 AM ICT,{ },{ok},102269.00
