Request State,TTR(hr),Machine ID,Machine Name,Request ID,Requester,WO ID,Description,Location,JobTrade,JobTypeId,Responsible,WorkerG,Priority,Month,Day,Month,Day
Finished,22 hr 26 min,ENWA-240009,Producton Low Risk,MNT-00004554,1900175,WRKO-00005424,แก้ไขหลอดไฟRL331 ชำรุด ฝั่งดิบ,Work Area,Electrical system,Inspection,"",ENG,4,March,3,March,3
Finished,8 hr 44 min,ENWA-240009,Producton Low Risk,MNT-00004084,1900224,WRKO-00004899,แก้ไขหลอดไฟ RL-024 กระพริบ. ห้อง Batching (Allergen),Work Area,Electrical system,Inspection,"",ENG,4,January,2,January,2
Finished,20 hr 1 min,ENWA-240009,Producton Low Risk,MNT-00004202,1900175,WRKO-00005029,แก้ไขหลอดไฟ NCL 25 ฝั่งสุก,Work Area,Electrical system,Inspection,"",ENG,4,January,12,January,12
Finished,6 hr 11 min,ENPD-240026,Bratt pan No.2,MNT-00004516,1900175,WRKO-00005383,แก้ไขหม้อBratt Pan2 ปุ่มEmergenciaหลวม,Production Plant1,Production Machine,Inspection,"",ENG,4,February,26,February,26
Finished,203 hr 24 min,ENWA-240009,Producton Low Risk,MNT-00004180,1900175,WRKO-00005001,แก้ไขสีขอบบัวหลุดร่อนในห้องผักฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,10,January,18
Finished,4 hr 31 min,ENWA-240010,Producton Medium Risk,MNT-00004521,1900123,WRKO-00005388,แก้ไขสายพานโหลดสินค้ากระตุกอ,Work Area,Production Machine,Inspection,"",ENG,1,February,26,February,26
Finished,7 hr 3 min,ENWA-240009,Producton Low Risk,MNT-00004201,1900175,WRKO-00005028,แก้ไขสายพานเครื่องทำMeatball ขาด,Work Area,Production Machine,Inspection,"",ENG,4,January,12,January,12
Finished,0 hr 3 min,ENWA-240008,Producton High Risk,MNT-00004362,1900175,WRKO-00005216,แก้ไขสายพานcheck weight เลื่อน ฝั่งสุก,Work Area,Production Machine,Inspection,"",ENG,4,February,4,February,4
Finished,24 hr 24 min,ENPD-240019,Conveyor No.1,MNT-00004406,1900175,WRKO-00005269,แก้ไขสายพาน assembly ไฟฟ้าช็อต,Production Plant1,Production Machine,Inspection,"",ENG,4,February,11,February,12
Finished,8 hr 21 min,ENWA-240008,Producton High Risk,MNT-00004363,1900175,WRKO-00005217,แก้ไขสายพาน assembly เลื่อน ฝั่งสุก,Work Area,Production Machine,Inspection,"",ENG,4,February,4,February,4
Finished,15 hr 40 min,ENWA-240010,Producton Medium Risk,MNT-00004475,1900175,WRKO-00005341,แก้ไขสายท่อลมแตกหัก ฝั่งมีเดียม,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,23,February,23
Finished,67 hr 40 min,ENWA-240009,Producton Low Risk,MNT-00004424,1900175,WRKO-00005288,แก้ไขสายไฟเครื่องปลอกมัน เนื่องจากตัวครอบสายไฟจากปลั๊ก,Work Area,Production Machine,Inspection,"",ENG,4,February,13,February,15
Finished,0 hr 7 min,ENWA-240009,Producton Low Risk,MNT-00004229,1900175,WRKO-00005056,แก้ไขสลักล็อคประตูฉุกเฉินหน้าห้อง cold6  สลักไม่ล็อค,Work Area,ฺBuilding,Inspection,"",ENG,4,January,13,January,13
Finished,11 hr 15 min,ENWA-240010,Producton Medium Risk,MNT-00004254,1900175,WRKO-00005087,แก้ไขสปริงเท้าเหยียบจุดล้างมือทางเข้าไลน์มีเดียมหลุด,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,16,January,16
Finished,63 hr 54 min,ENWA-240009,Producton Low Risk,MNT-00004481,1900175,WRKO-00005347,แก้ไขสนิมอ่างล้างมือทางเข้าไลน์ Low risk 3 อ่าง,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,23,February,25
Finished,63 hr 23 min,ENWA-240008,Producton High Risk,MNT-00004411,1900175,WRKO-00005274,แก้ไขสนิมบริเวณผนังหน้าห้องเก็บอุปกรณ์ 2 ฝั่งสุก,Work Area,ฺBuilding,Inspection,"",ENG,4,February,11,February,13
Finished,618 hr 25 min,ENWA-240008,Producton High Risk,MNT-00004136,1900175,WRKO-00004965,แก้ไขสนิมแอร์ fcu 44 ห้องholding chill ฝั่งสุก,Work Area,Air Condition,Inspection,"",ENG,4,January,6,February,1
Finished,949 hr 7 min,ENWA-240009,Producton Low Risk,MNT-00004208,1900175,WRKO-00005035,แก้ไขสนิมGas leak detector ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,12,February,20
Finished,8 hr 0 min,ENPD-240027,Bratt pan No.3,MNT-00004203,1900175,WRKO-00005030,แก้ไขวาวล์ปิดเปิดน้ำหม้อ bratts pan 3 ปิดไม่อยู่,Production Plant1,Production Machine,Inspection,"",ENG,4,January,12,January,12
Finished,286 hr 45 min,ENWA-240008,Producton High Risk,MNT-00004382,1900175,WRKO-00005243,แก้ไขวาวล์เปิดปิดสายยางหลุด บริเวณหน้าห้อง chill ฝั่งสุก,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,7,February,19
Finished,15 hr 9 min,ENPD-240045,Meatball making No.1,MNT-00004498,1900175,WRKO-00005366,แก้ไขวาล์วน้ำทิ้งเครื่องทำมีทบอล ฝั่งดิบ,Production Plant1,Production Machine,Inspection,"",ENG,4,February,25,February,25
Finished,135 hr 50 min,ENWA-240009,Producton Low Risk,MNT-00004250,1900175,WRKO-00005083,แก้ไขวาล์วก็อกน้ำรั่ว ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,16,January,21
Finished,291 hr 52 min,ENWA-240009,Producton Low Risk,MNT-00004126,1900175,WRKO-00004955,แก้ไขวงกบประตูห้องผักผุกร่อน ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,18
Finished,31 hr 33 min,ENWA-240010,Producton Medium Risk,MNT-00004330,1900175,WRKO-00005181,แก้ไขล้อหลุดจากรางประตูบลาส 1 ฝั่งมีเดียม,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,29,January,30
Finished,62 hr 20 min,ENWA-240008,Producton High Risk,MNT-00004285,1900175,WRKO-00005122,แก้ไขราวจับทางออกฝั่งสุก ตัวยึดราวจับชำรุด,Work Area,ฺBuilding,Inspection,"",ENG,4,January,20,January,22
Finished,313 hr 23 min,ENWA-240008,Producton High Risk,MNT-00004230,1900175,WRKO-00005057,แก้ไขราวกั้นขอบบัวหลุด หน้า blast chill 1 ฝั่งสุก,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,14,January,27
Finished,50 hr 41 min,ENWA-240009,Producton Low Risk,MNT-00004157,1900175,WRKO-00004979,แก้ไขรถล้างผักล้อหลุด ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,7,January,9
Finished,19 hr 7 min,ENWA-240008,Producton High Risk,MNT-00004198,1900175,WRKO-00005025,แก้ไขรถทอยเลย์ล้อชำรุด ฝั่งสุก,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,12,January,12
Finished,2 hr 42 min,ENWA-240009,Producton Low Risk,MNT-00004496,1900175,WRKO-00005364,แก้ไขรถตู้Combi รางใส่ถาดชำรุด ฝั่งดิบ,Work Area,Production Machine,Inspection,"",ENG,4,February,25,February,25
Finished,291 hr 58 min,ENWA-240009,Producton Low Risk,MNT-00004123,1900175,WRKO-00004948,แก้ไขมุมทางขึ้น Cooking แตก ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,18
Finished,81 hr 44 min,ENWA-240009,Producton Low Risk,MNT-00004117,1900175,WRKO-00004943,แก้ไขมือจับประตูห้องล้างดิบ หลุด,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,9
Finished,257 hr 11 min,ENWA-240009,Producton Low Risk,MNT-00004185,1900175,WRKO-00005006,แก้ไขม่านประตูขาด ห้อง Chicken Defrost Room,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,10,January,20
Finished,114 hr 19 min,ENWA-240009,Producton Low Risk,MNT-00004115,1900175,WRKO-00004941,แก้ไขม่านขาดทางเข้า Low Risk,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,6,January,11
Finished,14 hr 16 min,ENWA-240009,Producton Low Risk,MNT-00004349,1900175,WRKO-00005203,แก้ไขมอเตอร์เครื่องลับมีดไม่ทำงาน/Low Risk,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,4,February,4
Finished,122 hr 49 min,ENWA-240009,Producton Low Risk,MNT-00004128,1900175,WRKO-00004957,แก้ไขพื้นห้อง Chill3 แตก,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,11
Finished,460 hr 37 min,ENWA-240010,Producton Medium Risk,MNT-00004153,1900175,WRKO-00004977,แก้ไขพื้นหน้าห้อง Anti บลาสฟรีส 3 แตก ฝั่งมีเดียม,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,25
Finished,973 hr 46 min,ENWA-240009,Producton Low Risk,MNT-00004289,1900175,WRKO-00005128,แก้ไขพื้นหน้าตู้steam box พื้นแตกเป็นรอยกว้าง ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,20,March,1
Finished,120 hr 39 min,ENWA-240009,Producton Low Risk,MNT-00004134,1900175,WRKO-00004963,แก้ไขพื้นหน้า Cold6 ชำรุด,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,11
Finished,419 hr 46 min,ENWA-240009,Producton Low Risk,MNT-00004130,1900175,WRKO-00004959,แก้ไขพื้นปูร่อนห้อง Cooking ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,23
Finished,291 hr 50 min,ENWA-240009,Producton Low Risk,MNT-00004127,1900175,WRKO-00004956,แก้ไขพื้นปูนห้องผักสีลอก ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,18
Finished,119 hr 0 min,ENWA-240009,Producton Low Risk,MNT-00004122,1900175,WRKO-00004947,แก้ไขพื้นทางเข้าแตกและมีรอยเท้า ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,11
Finished,165 hr 19 min,ENWA-240009,Producton Low Risk,MNT-00004501,1900175,WRKO-00005369,แก้ไขพื้นตรงทางเดิน เอาของเข้าตู้ STEAM BOX ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,February,25,March,3
Finished,203 hr 37 min,ENWA-240009,Producton Low Risk,MNT-00004179,1900175,WRKO-00005000,แก้ไขพื้นในห้อง  chill room3ฝั่งดิบพื้นหลุดทั้งห้อง,Work Area,ฺBuilding,Inspection,"",ENG,4,January,10,January,18
Finished,121 hr 40 min,ENWA-240009,Producton Low Risk,MNT-00004133,1900175,WRKO-00004962,แก้ไขพื้นแตกห้องล้างฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,11
Finished,494 hr 43 min,ENWA-240010,Producton Medium Risk,MNT-00004255,1900175,WRKO-00005088,แก้ไขพื้นแตกหน้าห้อง x-ray medium,Work Area,ฺBuilding,Inspection,"",ENG,4,January,16,February,5
Finished,,ENWA-240008,Producton High Risk,MNT-00004196,1900175,WRKO-00005023,แก้ไขพื้นแตกบริเวณประตูและในห้อง blast chill 2 ฝั่งสุก,Work Area,ฺBuilding,Inspection,"",ENG,4,January,12,January,11
Finished,110 hr 10 min,ENWA-240008,Producton High Risk,MNT-00004277,1900175,WRKO-00005112,แก้ไขพื้นแตกบริเวณขอบท่อระบายน้ำ ห้องสตีม,Work Area,ฺBuilding,Inspection,"",ENG,4,January,19,January,23
Finished,42 hr 8 min,ENWA-240010,Producton Medium Risk,MNT-00004526,1900175,WRKO-00005394,แก้ไขพื้นแตกทางเดินไปลานโหลดฝั่งมีเดียม,Work Area,ฺBuilding,Inspection,"",ENG,4,February,26,February,28
Finished,393 hr 7 min,ENWA-240009,Producton Low Risk,MNT-00004135,1900175,WRKO-00004964,แก้ไขพื้นแตก blast chill 1 ฝั่งสุก,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,22
Finished,24 hr 35 min,ENWA-240008,Producton High Risk,MNT-00004199,1900175,WRKO-00005026,แก้ไขพื้น blast chill 1 ฝั่งสุก พื้นนูนทำให้ปิดประตูไม่ได้,Work Area,ฺBuilding,Inspection,"",ENG,4,January,12,January,13
Finished,31 hr 40 min,ENWA-240009,Producton Low Risk,MNT-00004164,1900175,WRKO-00004983,แก้ไขพัดลมระบายอากาศห้องล้างฝั่งดิบด้านหลัง,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,8,January,9
Finished,88 hr 40 min,ENWA-240009,Producton Low Risk,MNT-00004465,1900175,WRKO-00005329,แก้ไขฝาผนังชำรุด ข้างตู้STEAM BOX ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,February,20,February,23
Finished,215 hr 32 min,ENWA-240009,Producton Low Risk,MNT-00004482,1900175,WRKO-00005348,แก้ไขฝาครอบหลอดไฟห้องหุงข้าว ชำรุด ฝั่งดิบ,Work Area,Electrical system,Inspection,"",ENG,4,February,23,March,4
Finished,18 hr 42 min,ENWA-240009,Producton Low Risk,MNT-00004508,1900175,WRKO-00005375,แก้ไขฝาครอบหลอดไฟที่ชำรุด ห้องหุงข้าวฝั่งดิบ,Work Area,Electrical system,Inspection,"",ENG,4,February,26,February,26
Finished,13 hr 27 min,ENWA-240008,Producton High Risk,MNT-00004563,1900175,WRKO-00005439,แก้ไขฝาครอบหลอดไฟ Holding chill,Work Area,Electrical system,Inspection,"",ENG,4,March,5,March,5
Finished,16 hr 19 min,ENWA-240008,Producton High Risk,MNT-00004460,1900175,WRKO-00005321,แก้ไขฝาครอบหลอดไฟ cl-132 หน้าair blast1 ฝั่งสุกตัวล๊อคชำรุด,Work Area,Electrical system,Inspection,"",ENG,4,February,19,February,19
Finished,222 hr 47 min,ENWA-240010,Producton Medium Risk,MNT-00004149,1900175,WRKO-00004973,แก้ไขฝาครอบท่อแอร์ หน้าCold 1 ชำรุด ฝั่งมีเดียม,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,15
Finished,121 hr 26 min,ENWA-240009,Producton Low Risk,MNT-00004141,1900175,WRKO-00004970,แก้ไขฝ้าเหนือ Round batt pan เป็นสนิม,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,11
Finished,544 hr 3 min,ENWA-240009,Producton Low Risk,MNT-00004221,1900175,WRKO-00005048,แก้ไขผนังห้องล้างบุบ ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,13,February,4
Finished,882 hr 37 min,ENWA-240009,Producton Low Risk,MNT-00004118,1900175,WRKO-00004944,แก้ไขผนังเป็นสนิมห้องล้าง ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,February,12
Finished,20 hr 8 min,ENWA-240008,Producton High Risk,MNT-00004511,1900175,WRKO-00005378,แก้ไขปุ่ม emergency ฝั่งสุก,Work Area,Electrical system,Inspection,"",ENG,4,February,26,February,26
Finished,6 hr 48 min,ENWA-240009,Producton Low Risk,MNT-00004515,1900175,WRKO-00005382,แก้ไขปลั๊กไฟมีสายหลุดออกมา ฝั่งดิบ,Work Area,Electrical system,Inspection,"",ENG,4,February,26,February,26
Finished,,ENWA-240008,Producton High Risk,MNT-00004441,1900175,WRKO-00005302,แก้ไขปลั๊กไฟช็อต ฝั่งสุก,Work Area,Electrical system,Inspection,"",ENG,4,February,16,February,15
Finished,33 hr 26 min,ENWA-240009,Producton Low Risk,MNT-00004327,1900175,WRKO-00005178,แก้ไขประตูห้อง Tumbling ประตูตก,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,29,January,30
Finished,,ENWA-240009,Producton Low Risk,MNT-00004328,1900175,WRKO-00005179,แก้ไขประตูห้อง Preparation Room3 ชำรุด ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,29,January,28
Finished,81 hr 37 min,ENWA-240009,Producton Low Risk,MNT-00004113,1900175,WRKO-00004939,แก้ไขประตูห้อง Preparation Room 3 ลูกกลิ้งประตูตกล็อค,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,9
Finished,782 hr 15 min,ENWA-240009,Producton Low Risk,MNT-00004274,1900175,WRKO-00005109,แก้ไขประตูหน้าห้องเครื่องทำน้ำแข็งใหม่ประตูเปิดไม่ได้ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,19,February,20
Finished,505 hr 58 min,ENWA-240009,Producton Low Risk,MNT-00004315,1900175,WRKO-00005162,แก้ไขประตูหน้าห้อง Tumbling ประตูตก เปิด-ปิดยาก ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,26,February,16
Finished,,ENWA-240008,Producton High Risk,MNT-00004371,1900175,WRKO-00005228,แก้ไขประตูปิด-เปิดยาก Blast Chill 2 ฝั่งสุก,Work Area,ฺBuilding,Inspection,"",ENG,4,February,6,February,5
Finished,,ENWA-240010,Producton Medium Risk,MNT-00004530,1900175,WRKO-00005398,แก้ไขประตูบลาส2 ประตูหลุด ฝั่งมีเดียม,Work Area,ฺBuilding,Inspection,"",ENG,4,February,28,February,27
Finished,326 hr 5 min,ENWA-240008,Producton High Risk,MNT-00004400,1900175,WRKO-00005263,แก้ไขประตูทางออกไลน์ผลิตฝั่งสุกชำรุด ปิดไม่สนิท สกรูหลุด,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,10,February,23
Finished,231 hr 27 min,ENWA-240009,Producton Low Risk,MNT-00004300,1900175,WRKO-00005144,แก้ไขประตูตก เปิด-ปิด ยาก / ห้อง Preparation Room 3 ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,23,February,1
Finished,2 hr 22 min,ENWA-240009,Producton Low Risk,MNT-00004407,1900175,WRKO-00005270,แก้ไขประตู(Preparation room2)หลุด ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,February,11,February,11
Finished,7 hr 5 min,ENWA-240008,Producton High Risk,MNT-00004273,1900175,WRKO-00005108,แก้ไขประตู blast chill 1 ประตูเปิดไม่ได้,Work Area,ฺBuilding,Inspection,"",ENG,4,January,19,January,19
Finished,43 hr 40 min,ENWA-240009,Producton Low Risk,MNT-00004206,1900175,WRKO-00005033,แก้ไขน้ำหยดลงมาหน้าตู้ steam box 2 ฝั่งดิบ,Work Area,Production Machine,Inspection,"",ENG,4,January,12,January,13
Finished,107 hr 47 min,ENWA-240009,Producton Low Risk,MNT-00004384,1900175,WRKO-00005245,แก้ไขน้ำหยดลงมาตรงหลอดไฟห้องทำปลา ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,February,7,February,11
Finished,61 hr 59 min,ENUT-240148,Evapperator CDU14-UC14.2,MNT-00004213,1900175,WRKO-00005040,"แก้ไขน้ำหยดบริเวณท่อแอร์ UC-14.2,UC-15.2",Buiding1,Cooling machine,Inspection,"",ENG,4,January,12,January,14
Finished,14 hr 22 min,ENPD-240027,Bratt pan No.3,MNT-00004270,1900175,WRKO-00005105,แก้ไขน้ำหยดบริเวณเตา brattpan 3,Production Plant1,ฺBuilding,Inspection,"",ENG,4,January,17,January,17
Finished,89 hr 21 min,ENWA-240009,Producton Low Risk,MNT-00004464,1900175,WRKO-00005328,แก้ไขน้ำหยดบนเพดาน หน้าตู้ STEAM BOXฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,February,20,February,23
Finished,93 hr 21 min,ENWA-240009,Producton Low Risk,MNT-00004532,1900175,WRKO-00005400,แก้ไข้น้ำหยดที่เพดาน บนหม้อ Bratt pan2,Work Area,ฺBuilding,Inspection,"",ENG,4,February,28,March,3
Finished,39 hr 13 min,ENWA-240009,Producton Low Risk,MNT-00004393,1900175,WRKO-00005257,แก้ไขน้ำหยดด้านบนเตา bratts pan 2,Work Area,ฺBuilding,Inspection,"",ENG,4,February,9,February,10
Finished,140 hr 59 min,ENWA-240009,Producton Low Risk,MNT-00004518,1900175,WRKO-00005385,แก้ไขน้ำหยดด่วน ห้อง Cooking ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,February,26,March,3
Finished,21 hr 49 min,ENWA-240008,Producton High Risk,MNT-00004169,1900175,WRKO-00004988,แก้ไขน้ำหยดจากหลอดไฟ ห้อง holding chill ฝั่งสุก,Work Area,ฺBuilding,Inspection,"",ENG,4,January,8,January,9
Finished,5 hr 5 min,ENUT-240182,Condencer Unit No.24 (COLD6),MNT-00004287,1900175,WRKO-00005124,แก้ไขน้ำหยดจากแอร์ทำให้น้ำขังห้องclod6,Buiding1,Cooling machine,Inspection,"",ENG,4,January,20,January,20
Finished,8 hr 3 min,ENWA-240009,Producton Low Risk,MNT-00004216,1900175,WRKO-00005043,แก้ไขน้ำหยดแอร์ในห้อง Cold 6 ฝั่งดิบ,Work Area,Cooling machine,Inspection,"",ENG,4,January,12,January,12
Finished,60 hr 3 min,ENWA-240008,Producton High Risk,MNT-00004275,1900175,WRKO-00005110,แก่ไขน้ำหยด อ่างล้างมือ จุดรับของฝั่งสุก,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,19,January,21
Finished,73 hr 38 min,ENWA-240009,Producton Low Risk,MNT-00004112,1900175,WRKO-00004938,แก้ไขน้ำรั่วจากเพดานห้องพะโล้ /Low Risk,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,9
Finished,18 hr 21 min,ENWA-240009,Producton Low Risk,MNT-00004492,1900175,WRKO-00005360,แก้ไขน้ำไหลลงมาจากช่องดูดอากาศช่องรองเท้าบูทฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,February,25,February,25
Finished,7 hr 42 min,ENUT-240140,Evapperator CDU12-UC12.6,MNT-00004288,1900175,WRKO-00005126,แก้ไขน้ำแข็งเกาะ แอร์ FCU12.6หน้าห้องเตรียมกล่อง ฝั่งมีเดียม,Buiding1,ฺBuilding,Inspection,"",ENG,4,January,20,January,20
Finished,137 hr 14 min,ENWA-240009,Producton Low Risk,MNT-00004534,1900175,WRKO-00005402,แก้ไขน๊อตหลุดที่โช๊คประตูทางออกฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,28,March,5
Finished,166 hr 36 min,ENWA-240010,Producton Medium Risk,MNT-00004427,1900175,WRKO-00005291,แก้ไขที่จับประตูหน้าบาส1ชำรุด ฝั่งมีเดียม,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,13,February,19
Finished,254 hr 16 min,ENWA-240008,Producton High Risk,MNT-00004253,1900175,WRKO-00005086,แก้ไขที่กันด้านบนประตู blast feezer 2 หลุดฝั่งสุก,Work Area,ฺBuilding,Inspection,"",ENG,4,January,16,January,26
Finished,230 hr 58 min,ENWA-240009,Producton Low Risk,MNT-00004299,1900175,WRKO-00005143,แก้ไขที่เปิดสายฉีดน้ำ ห้อง Tumbling ฝั่งดิบชำรุด,Work Area,ฺBuilding,Inspection,"",ENG,4,January,23,February,1
Finished,345 hr 31 min,ENWA-240009,Producton Low Risk,MNT-00004176,1900175,WRKO-00004997,แก้ไขท่ออ่างล้างมือห้องเตรียมปลาฝั่งดิบ น้ำรั่ว,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,9,January,23
Finished,11 hr 3 min,ENWA-240008,Producton High Risk,MNT-00004099,1900224,WRKO-00004914,แก้ไขท่อระบายน้ำตัน ห้องแพ็คฝั่งสุก,Work Area,ฺBuilding,Inspection,"",ENG,4,January,3,January,3
Finished,181 hr 14 min,ENWA-240008,Producton High Risk,MNT-00004322,1900175,WRKO-00005173,แก้ไขตัวหยุดประตู ห้อง blast freezer 1 ชำรุด,Work Area,ฺBuilding,Inspection,"",ENG,4,January,28,February,4
Finished,8 hr 44 min,ENWA-240009,Producton Low Risk,MNT-00004490,1900175,WRKO-00005358,แก้ไขตัวล็อคตู้น้ำแข็ง ปิดล็อคไม่ได้ ฝั่งดิบ,Work Area,Production Machine,Inspection,"",ENG,4,February,24,February,24
Finished,,ENPD-240019,Conveyor No.1,MNT-00004522,1900175,WRKO-00005389,แก้ไขตรงรอยต่อสายพาน/เสริมถาดด้านข้างระหว่างสายพาน ฝั่งสุก,Production Plant1,Production Machine,Inspection,"",ENG,4,February,26,February,26
Finished,,ENPD-240015,Steambox1,MNT-00004531,1900175,WRKO-00005399,แก้ไขด้ามประตูตู้ steam box 1 ชำรุด ฝั่งสุก,Production Plant1,Production Machine,Inspection,"",ENG,4,February,28,February,27
Finished,23 hr 29 min,ENWA-240009,Producton Low Risk,MNT-00004439,1900175,WRKO-00005300,แก้ไขด้ามจับประตูห้องตัดปลาชำรุด ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,16,February,17
Finished,,ENWA-240009,Producton Low Risk,MNT-00004389,1900175,WRKO-00005254,แก้ไขด้ามจับประตู ห้อง Fish Prep. ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,9,February,9
Finished,23 hr 51 min,ENWA-240010,Producton Medium Risk,MNT-00004445,1900175,WRKO-00005306,แก้ไขด้ามจับประตู บลาส 1 ฝั่งมีเดียมหัก,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,16,February,17
Finished,16 hr 22 min,ENWA-240009,Producton Low Risk,MNT-00004284,1900175,WRKO-00005121,แก้ไขซิลิโคนขอบประตูฉุกเฉินขึ้นเชื้อรา ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,20,January,20
Finished,117 hr 32 min,ENWA-240009,Producton Low Risk,MNT-00004184,1900175,WRKO-00005005,แก้ไขซ่อมไฟไม่ติดห้อง Chicken Equipment Room,Work Area,Electrical system,Inspection,"",ENG,4,January,10,January,14
Finished,373 hr 21 min,ENWA-240009,Producton Low Risk,MNT-00004182,1900175,WRKO-00005003,แก้ไขช่องดูดอากาศห้องเตรียมปลาเป็นสนิม ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,January,10,January,25
Finished,366 hr 8 min,ENWA-240008,Producton High Risk,MNT-00004137,1900175,WRKO-00004966,แก้ไขคราบสนิมบนเพดาน บริเวณใกล้แอร์ fcu 44 ห้องholding chill,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,21
Finished,224 hr 25 min,ENWA-240009,Producton Low Risk,MNT-00004142,1900175,WRKO-00004971,แก้ไขคราบน้ำไหลลงมาท่อฮูด Battpan1,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,15
Finished,18 hr 43 min,ENWA-240009,Producton Low Risk,MNT-00004454,1900175,WRKO-00005315,แก้ไขขอบประตูห้องตัดปลา ฝั่งดิบ,Work Area,Tool and Equipment,Inspection,"",ENG,4,February,17,February,17
Finished,82 hr 41 min,ENWA-240009,Producton Low Risk,MNT-00004132,1900175,WRKO-00004961,แก้ไขขอบประตูช่องส่งขยะเป็นสนิม ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,9
Finished,291 hr 54 min,ENWA-240009,Producton Low Risk,MNT-00004124,1900175,WRKO-00004953,แก้ไขขอบบัวห้อง WIP แตก ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,18
Finished,153 hr 25 min,ENWA-240009,Producton Low Risk,MNT-00004209,1900175,WRKO-00005036,แก้ไขขอบบัวหน้าห้องล้างและสนิม,Work Area,ฺBuilding,Inspection,"",ENG,4,January,12,January,18
Finished,291 hr 43 min,ENWA-240009,Producton Low Risk,MNT-00004131,1900175,WRKO-00004960,แก้ไขขอบบัวแตกมุมประตู ข้างเครื่องทำน้ำแข็ง ฝั่งดิบ,Work Area,ฺBuilding,Inspection,"",ENG,4,January,6,January,18
