,INFEED CONVEYER,,,,,,,,,,,,,,OUTFEED CONVEYER,,,,,,,
TIME,Capacity (Pcs/Min),,,Accumulate (Pcs/Day),,,,Belt Speed (Hz),,,,,,Operation time,Accumulate,Belt Speed (Hz),,,,,,
(hh:mm:ss),ALL,LINE 2,LINE 3,ALL,LINE 2,LINE 3,FREEZER CAPACITY,M04A,M04B,M07,M08,M09,M10,Hr.,Pcs/Day,M11,M12,M13,,,,
9:40:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:41:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:42:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:43:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:44:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:45:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:46:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:47:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:48:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:49:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:50:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:51:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:52:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:53:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:54:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:55:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:56:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:57:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:58:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:59:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:00:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:01:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:02:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:03:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:04:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:05:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:06:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:07:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:08:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:09:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:10:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:11:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:12:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:13:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:14:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:15:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:16:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:17:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:18:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:19:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:20:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:21:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:22:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:23:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:24:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:25:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:26:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:27:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:28:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:29:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:30:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:31:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:32:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:33:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:34:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:35:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:36:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:37:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:38:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:39:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:40:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:41:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:42:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:43:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:44:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:45:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:46:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:47:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:48:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:49:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:50:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:51:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:52:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:53:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:54:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:55:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:56:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:57:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:58:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
10:59:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
11:00:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
11:01:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
11:03:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:04:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:05:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:06:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:07:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:08:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:09:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:10:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:11:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:12:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:13:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:14:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:15:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:16:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:17:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:18:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:19:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:20:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:21:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:22:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:23:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:24:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:25:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:26:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:27:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:28:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:29:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:30:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:31:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:32:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:33:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:34:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:35:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:36:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:37:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:38:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:39:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:40:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:41:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:42:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:43:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:44:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:45:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:46:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:47:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:48:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:49:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:50:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:51:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:52:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:53:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:54:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:55:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:56:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:57:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:58:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
11:59:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:00:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:01:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:02:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:03:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:04:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:05:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:06:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:07:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:08:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:09:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:10:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:11:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:12:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:13:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:14:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:15:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:16:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:17:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:18:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:19:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:20:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:21:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:22:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:23:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:24:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:25:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:26:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:27:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:28:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:29:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:30:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:31:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:32:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:33:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:34:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:35:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:36:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:37:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:38:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:39:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:40:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:41:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:42:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:43:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:44:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:45:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:46:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:47:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:48:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:49:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:50:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:51:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:52:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:53:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:54:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:55:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:56:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:57:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:58:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
12:59:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:00:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:01:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:02:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:03:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:04:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:05:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:06:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:07:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:08:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:09:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:10:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:11:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:12:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:13:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:14:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:15:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:16:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:17:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:18:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:19:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:20:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:21:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:22:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:23:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:24:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:25:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:26:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:27:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:28:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:29:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:30:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:31:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:32:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:33:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:34:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:35:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:36:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:37:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:38:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:39:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:40:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:41:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:42:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:43:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:44:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:45:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:46:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:47:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:48:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:49:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:50:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:51:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:52:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:53:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:54:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:55:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:56:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:57:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:58:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
13:59:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:00:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:01:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:02:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:03:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:04:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:05:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:06:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:07:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:08:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:09:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:10:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:11:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:12:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:13:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:14:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:15:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:16:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:17:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:18:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:19:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:20:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:21:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:22:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:23:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:24:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:25:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:26:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:27:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:28:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:29:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:30:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:31:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:32:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:33:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:34:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:35:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:36:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:37:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:38:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:39:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:40:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
14:41:00,0,0,0,45,23,22,0,25,25,100,100,60,50,26,8,25,65,65,,,,
