,INFEED CONVEYER,,,,,,,,,,,,,,OUTFEED CONVEYER,,,,,,,
TIME,Capacity (Pcs/Min),,,Accumulate (Pcs/Day),,,,Belt Speed (Hz),,,,,,Operation time,Accumulate,Belt Speed (Hz),,,,,,
(hh:mm:ss),ALL,LINE 2,LINE 3,ALL,LINE 2,LINE 3,FREEZER CAPACITY,M04A,M04B,M07,M08,M09,M10,Hr.,Pcs/Day,M11,M12,M13,,,,
4:34:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:35:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:36:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:37:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:38:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:39:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:40:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:41:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:42:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:43:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:44:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:45:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:46:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:47:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:48:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:49:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:50:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:51:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:52:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:53:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:54:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:55:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:56:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:57:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:58:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
4:59:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:00:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:01:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:02:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:03:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:04:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:05:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:06:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:07:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:08:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:09:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:10:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:11:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:12:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:13:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:14:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:15:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:16:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:17:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:18:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:19:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:20:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:21:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:22:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:23:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:24:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:25:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:26:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:27:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:28:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:29:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:30:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:31:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:32:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:33:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:34:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:35:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:36:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:37:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:38:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:39:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:40:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:41:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:42:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:43:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:44:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:45:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:46:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:47:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:48:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:49:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:50:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:51:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:52:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:53:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:54:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:55:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:56:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:57:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:58:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
5:59:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:00:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:01:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:02:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:03:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:04:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:05:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:06:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:07:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:08:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:09:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:10:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:11:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:12:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:13:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:14:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:15:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:16:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:17:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:18:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:19:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:20:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:21:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:22:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:23:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:24:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:25:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:26:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:27:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:28:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:29:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:30:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:31:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:32:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:33:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:34:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:35:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:36:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:37:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:38:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:39:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:40:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:41:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:42:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:43:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:44:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:45:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:46:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:47:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:48:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:49:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:50:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:51:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:52:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:53:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:54:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:55:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:56:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:57:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:58:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
6:59:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:00:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:01:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:02:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:03:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:04:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:05:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:06:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:07:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:08:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:09:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:10:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:11:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:12:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:13:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:14:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:15:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:16:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:17:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:18:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:19:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:20:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:21:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:22:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:23:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:24:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:25:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:26:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:27:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:28:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:29:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:30:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:31:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:32:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:33:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:34:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:35:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:36:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:37:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:38:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:39:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:40:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:41:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:42:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:43:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:44:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:45:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:46:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:47:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:48:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:49:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:50:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:51:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:52:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:53:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:54:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:55:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:56:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:57:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:58:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
7:59:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:00:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:01:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:02:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:03:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:04:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:05:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:06:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:07:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:08:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:09:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:10:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:11:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:12:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:13:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:14:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:15:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:16:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:17:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:18:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:19:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:20:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:21:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:22:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:23:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:24:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:25:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:26:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:27:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:28:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:29:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:30:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:31:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:32:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:33:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:34:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:35:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:36:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:37:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:38:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:39:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:40:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:41:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:42:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:43:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:44:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:45:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:46:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:47:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:48:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:49:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:50:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:51:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:52:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:53:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:54:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:55:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:56:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:57:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:58:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
8:59:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:00:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:01:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:02:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:03:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:04:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:05:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:06:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:07:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:08:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:09:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:10:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:11:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:12:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:13:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:14:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:15:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:16:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:17:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:18:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:19:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:20:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:21:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:22:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:23:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:24:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:25:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:26:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:27:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:28:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:29:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:30:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:31:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:32:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:33:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:34:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:35:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:36:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:37:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:38:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
9:39:00,0,0,0,45,23,22,,25,25,100,100,60,50,26,8,25,65,65,,,,
