TIME,Capacity (Pcs/Min),,,Accumulate (Pcs/Day),,,,,,,,,,,,,,,,,,
(hh:mm:ss),ALL,LINE 2,LINE 3,ALL,LINE 2,LINE 3,,,,,,,,,,,,,,,,
5:53:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:54:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:55:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:56:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:57:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:58:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:59:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:00:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:01:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:02:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:03:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:04:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:05:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:06:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:07:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:08:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:09:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:10:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:11:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:12:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:13:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:14:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:15:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:16:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:17:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:18:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:19:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:20:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:21:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:22:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:23:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:24:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:25:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:26:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:27:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:28:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:29:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:30:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:31:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:32:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:33:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:34:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:35:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:36:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:37:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:38:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:39:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:40:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:41:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:42:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:43:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:44:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:45:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:46:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:47:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:48:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:49:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:50:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:51:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:52:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:53:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:54:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:55:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:56:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:57:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:58:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
6:59:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:00:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:01:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:02:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:03:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:04:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:05:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:06:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:07:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:08:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:09:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:10:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:11:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:12:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:13:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:14:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:15:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:16:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:17:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:18:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:19:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:20:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:21:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:22:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:23:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:24:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:25:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:26:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:27:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:28:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:29:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:30:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:31:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:32:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:33:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:34:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:35:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:36:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:37:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:38:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:39:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:40:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:41:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:42:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:43:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:44:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:45:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:46:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:47:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:48:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:49:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:50:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:51:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:52:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:53:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:54:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:55:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:56:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:57:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:58:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
7:59:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:00:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:01:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:02:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:03:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:04:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:05:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:06:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:07:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:08:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:09:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:10:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:11:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:12:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:13:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:14:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:15:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:16:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:17:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:18:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:19:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:20:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:21:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:22:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:23:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:24:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:25:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:26:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:27:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:28:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:29:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:30:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:31:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:32:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:33:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:34:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:35:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:36:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:37:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:38:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:39:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:40:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:41:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:42:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:43:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:44:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:45:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:46:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:47:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:48:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:49:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:50:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:51:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:52:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:53:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:54:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:55:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:56:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:57:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:58:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
8:59:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:00:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:01:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:02:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:03:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:04:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:05:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:06:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:07:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:08:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:09:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:10:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:11:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:12:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:13:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:14:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:15:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:16:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:17:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:18:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:19:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:20:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:21:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:22:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:23:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:24:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:25:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:26:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:27:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:28:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:29:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:30:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:31:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:32:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:33:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:34:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:35:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:36:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:37:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:38:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:39:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:40:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:41:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:42:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:43:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:44:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:45:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:46:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:47:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:48:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:49:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:50:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:51:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:52:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:53:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:54:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:55:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:56:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:57:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:58:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
9:59:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:00:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:01:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:02:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:03:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:04:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:05:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:06:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:07:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:08:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:09:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:10:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:11:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:12:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:13:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:14:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:15:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:16:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:17:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:18:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:19:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:20:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:21:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:22:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:23:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:24:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:25:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:26:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:27:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:28:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:29:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:30:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:31:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:32:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:33:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:34:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:35:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:36:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:37:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:38:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:39:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:40:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:41:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:42:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:43:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:44:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:45:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:46:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:47:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:48:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:49:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:50:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:51:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:52:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:53:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:54:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:55:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:56:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:57:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:58:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
10:59:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:00:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:01:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:03:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:04:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:05:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:06:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:07:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:08:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:09:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:10:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:11:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:12:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:13:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:14:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:15:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:16:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:17:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:18:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:19:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:20:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:21:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:22:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:23:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:24:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:25:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:26:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:27:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:28:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:29:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:30:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:31:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:32:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:33:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:34:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:35:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:36:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:37:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:38:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:39:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:40:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:41:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:42:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:43:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:44:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:45:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:46:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:47:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:48:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:49:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:50:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:51:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:52:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:53:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:54:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:55:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:56:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:57:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:58:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
11:59:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:00:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:01:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:02:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:03:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:04:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:05:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:06:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:07:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:08:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:09:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:10:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:11:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:12:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:13:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:14:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:15:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:16:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:17:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:18:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:19:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:20:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:21:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:22:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:23:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:24:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:25:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:26:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:27:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:28:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:29:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:30:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:31:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:32:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:33:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:34:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:35:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:36:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:37:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:38:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:39:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:40:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
12:41:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
