TIME,Capacity (Pcs/Min),,,Accumulate (Pcs/Day),,,,,,,,,,,,,,,,,,
(hh:mm:ss),ALL,LINE 2,LINE 3,ALL,LINE 2,LINE 3,,,,,,,,,,,,,,,,
0:53:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
0:54:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
0:55:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
0:56:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
0:57:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
0:58:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
0:59:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:00:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:01:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:02:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:03:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:04:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:05:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:06:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:07:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:08:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:09:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:10:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:11:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:12:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:13:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:14:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:15:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:16:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:17:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:18:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:19:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:20:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:21:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:22:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:23:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:24:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:25:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:26:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:27:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:28:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:29:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:30:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:31:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:32:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:33:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:34:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:35:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:36:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:37:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:38:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:39:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:40:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:41:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:42:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:43:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:44:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:45:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:46:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:47:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:48:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:49:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:50:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:51:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:52:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:53:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:54:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:55:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:56:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:57:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:58:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
1:59:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:00:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:01:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:02:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:03:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:04:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:05:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:06:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:07:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:08:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:09:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:10:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:11:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:12:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:13:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:14:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:15:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:16:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:17:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:18:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:19:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:20:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:21:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:22:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:23:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:24:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:25:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:26:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:27:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:28:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:29:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:30:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:31:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:32:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:33:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:34:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:35:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:36:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:37:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:38:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:39:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:40:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:41:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:42:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:43:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:44:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:45:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:46:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:47:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:48:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:49:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:50:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:51:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:52:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:53:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:54:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:55:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:56:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:57:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:58:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
2:59:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:00:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:01:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:02:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:03:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:04:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:05:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:06:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:07:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:08:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:09:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:10:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:11:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:12:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:13:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:14:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:15:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:16:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:17:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:18:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:19:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:20:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:21:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:22:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:23:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:24:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:25:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:26:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:27:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:28:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:29:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:30:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:31:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:32:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:33:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:34:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:35:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:36:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:37:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:38:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:39:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:40:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:41:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:42:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:43:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:44:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:45:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:46:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:47:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:48:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:49:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:50:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:51:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:52:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:53:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:54:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:55:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:56:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:57:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:58:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
3:59:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:00:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:01:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:02:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:03:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:04:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:05:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:06:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:07:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:08:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:09:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:10:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:11:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:12:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:13:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:14:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:15:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:16:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:17:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:18:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:19:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:20:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:21:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:22:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:23:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:24:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:25:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:26:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:27:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:28:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:29:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:30:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:31:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:32:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:33:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:34:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:35:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:36:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:37:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:38:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:39:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:40:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:41:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:42:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:43:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:44:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:45:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:46:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:47:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:48:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:49:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:50:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:51:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:52:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:53:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:54:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:55:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:56:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:57:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:58:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
4:59:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:00:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:01:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:02:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:03:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:04:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:05:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:06:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:07:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:08:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:09:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:10:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:11:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:12:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:13:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:14:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:15:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:16:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:17:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:18:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:19:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:20:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:21:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:22:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:23:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:24:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:25:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:26:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:27:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:28:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:29:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:30:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:31:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:32:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:33:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:34:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:35:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:36:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:37:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:38:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:39:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:40:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:41:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:42:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:43:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:44:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:45:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:46:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:47:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:48:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:49:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:50:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:51:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
5:52:00,0,0,0,45,23,22,,,,,,,,,,,,,,,,
